frame,time_sec,video_width,video_height,fps,l0_x,l0_y,l0_z,l0_v,l0_vx,l0_vy,l0_vz,l1_x,l1_y,l1_z,l1_v,l1_vx,l1_vy,l1_vz,l2_x,l2_y,l2_z,l2_v,l2_vx,l2_vy,l2_vz,l3_x,l3_y,l3_z,l3_v,l3_vx,l3_vy,l3_vz,l4_x,l4_y,l4_z,l4_v,l4_vx,l4_vy,l4_vz,l5_x,l5_y,l5_z,l5_v,l5_vx,l5_vy,l5_vz,l6_x,l6_y,l6_z,l6_v,l6_vx,l6_vy,l6_vz,l9_x,l9_y,l9_z,l9_v,l9_vx,l9_vy,l9_vz,l10_x,l10_y,l10_z,l10_v,l10_vx,l10_vy,l10_vz,l11_x,l11_y,l11_z,l11_v,l11_vx,l11_vy,l11_vz,l12_x,l12_y,l12_z,l12_v,l12_vx,l12_vy,l12_vz,l13_x,l13_y,l13_z,l13_v,l13_vx,l13_vy,l13_vz,l14_x,l14_y,l14_z,l14_v,l14_vx,l14_vy,l14_vz,l15_x,l15_y,l15_z,l15_v,l15_vx,l15_vy,l15_vz,l16_x,l16_y,l16_z,l16_v,l16_vx,l16_vy,l16_vz,l17_x,l17_y,l17_z,l17_v,l17_vx,l17_vy,l17_vz,l18_x,l18_y,l18_z,l18_v,l18_vx,l18_vy,l18_vz,l19_x,l19_y,l19_z,l19_v,l19_vx,l19_vy,l19_vz,l20_x,l20_y,l20_z,l20_v,l20_vx,l20_vy,l20_vz,l21_x,l21_y,l21_z,l21_v,l21_vx,l21_vy,l21_vz,l22_x,l22_y,l22_z,l22_v,l22_vx,l22_vy,l22_vz
0,0.000000,852,480,30.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000
1,0.033333,852,480,30.000000,0.491240,0.358838,-0.188724,0.999975,,,,0.503875,0.374017,-0.180879,0.999988,,,,0.504940,0.379167,-0.180824,0.999982,,,,0.505850,0.383512,-0.180866,0.999981,,,,0.501208,0.356422,-0.170225,0.999992,,,,0.498003,0.349141,-0.170339,0.999990,,,,0.497330,0.344655,-0.170377,0.999990,,,,0.485666,0.380977,-0.163630,0.999730,,,,0.479745,0.355154,-0.150655,0.999830,,,,0.465970,0.412636,-0.136936,0.998944,,,,0.456126,0.371309,0.050618,0.999586,,,,0.394641,0.391166,-0.113366,0.618149,,,,0.412284,0.366507,0.034601,0.037269,,,,0.372068,0.319572,-0.007085,0.337968,,,,0.379965,0.334659,-0.073236,0.106511,,,,0.362458,0.303900,-0.005402,0.309149,,,,0.370719,0.327515,-0.072003,0.155580,,,,0.370545,0.302752,0.003557,0.296617,,,,0.373154,0.324477,-0.084970,0.156590,,,,0.373248,0.312119,0.001428,0.285008,,,,0.375723,0.330351,-0.080178,0.167643,,,
2,0.066667,852,480,30.000000,0.492829,0.363577,-0.104984,0.999977,0.047684,0.142162,2.512197,0.504871,0.374270,-0.095386,0.999989,0.029880,0.007616,2.564798,0.507307,0.380720,-0.095302,0.999983,0.071018,0.046605,2.565667,0.508349,0.385559,-0.095348,0.999983,0.074977,0.061423,2.565542,0.501548,0.356420,-0.087807,0.999993,0.010214,-0.000057,2.472540,0.499979,0.349985,-0.087884,0.999990,0.059292,0.025325,2.473643,0.497433,0.343891,-0.087885,0.999991,0.003116,-0.022931,2.474757,0.487466,0.384907,-0.077697,0.999752,0.054016,0.117915,2.577981,0.482799,0.360118,-0.068783,0.999844,0.091601,0.148922,2.456157,0.473495,0.412678,-0.058580,0.999025,0.225757,0.001252,2.350677,0.454695,0.362217,0.108168,0.999608,-0.042939,-0.272762,1.726481,0.403927,0.391302,-0.036892,0.617299,0.278568,0.004103,2.294236,0.413186,0.350095,0.057334,0.041767,0.027037,-0.492375,0.681970,0.388728,0.311985,0.090358,0.332343,0.499806,-0.227606,2.923287,0.413752,0.311838,-0.059473,0.107507,1.013605,-0.684622,0.412891,0.380052,0.295088,0.098178,0.302848,0.527828,-0.264369,3.107389,0.411608,0.303345,-0.060221,0.154295,1.226653,-0.725113,0.353450,0.388058,0.292501,0.108020,0.290407,0.525381,-0.307529,3.133889,0.416923,0.303404,-0.059586,0.153993,1.313071,-0.632177,0.761500,0.390220,0.302200,0.100039,0.279337,0.509133,-0.297553,2.958333,0.418225,0.310157,-0.060970,0.164556,1.275049,-0.605826,0.576223
3,0.100000,852,480,30.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.133333,852,480,30.000000,0.498822,0.371761,-0.050001,0.999960,,,,0.509212,0.372147,-0.048009,0.999978,,,,0.511877,0.377902,-0.048010,0.999967,,,,0.513672,0.382639,-0.048038,0.999972,,,,0.503200,0.359947,-0.035424,0.999984,,,,0.501764,0.357148,-0.035475,0.999975,,,,0.500291,0.354461,-0.035532,0.999978,,,,0.496225,0.391648,-0.035428,0.999703,,,,0.491460,0.378448,-0.019370,0.999784,,,,0.494420,0.428089,-0.070847,0.999085,,,,0.481118,0.409839,0.136014,0.999564,,,,0.425780,0.384218,-0.095734,0.628715,,,,0.435424,0.384699,0.142033,0.039723,,,,0.393369,0.303089,-0.046023,0.367021,,,,0.409458,0.331845,0.061822,0.107187,,,,0.381820,0.282959,-0.054996,0.338182,,,,0.402973,0.320521,0.061997,0.156151,,,,0.390563,0.278832,-0.045893,0.326765,,,,0.405707,0.313282,0.046970,0.156259,,,,0.393846,0.289229,-0.039568,0.311835,,,,0.407343,0.319755,0.053259,0.167133,,,
5,0.166667,852,480,30.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.200000,852,480,30.000000,0.463347,0.290271,-0.509763,0.999946,,,,0.478101,0.280517,-0.508395,0.999965,,,,0.482967,0.286044,-0.508277,0.999950,,,,0.487816,0.291634,-0.508321,0.999955,,,,0.466926,0.265736,-0.501306,0.999969,,,,0.462799,0.260192,-0.501471,0.999953,,,,0.458723,0.254698,-0.501468,0.999956,,,,0.465333,0.322696,-0.473014,0.999590,,,,0.450476,0.304143,-0.464474,0.999649,,,,0.465241,0.398939,-0.359087,0.999151,,,,0.452118,0.323322,-0.230746,0.999555,,,,0.416145,0.455007,-0.227184,0.653535,,,,0.410740,0.372482,-0.093912,0.057951,,,,0.392028,0.389556,-0.097714,0.412049,,,,0.385294,0.368901,-0.064897,0.140013,,,,0.382468,0.381897,-0.101552,0.381242,,,,0.377340,0.369068,-0.066642,0.188850,,,,0.388158,0.369045,-0.106235,0.370653,,,,0.377477,0.368566,-0.092451,0.188366,,,,0.391684,0.373717,-0.094997,0.353452,,,,0.380534,0.373431,-0.073401,0.195353,,,
7,0.233333,852,480,30.000000,0.463346,0.290849,-0.206810,0.999940,-0.000042,0.017357,9.088586,0.477178,0.277634,-0.208593,0.999963,-0.027690,-0.086507,8.994062,0.482080,0.281134,-0.208490,0.999947,-0.026607,-0.147308,8.993616,0.486960,0.284483,-0.208507,0.999952,-0.025705,-0.214547,8.994420,0.465841,0.265732,-0.198926,0.999966,-0.032532,-0.000142,9.071412,0.461758,0.260526,-0.199018,0.999949,-0.031230,0.010026,9.073588,0.457735,0.255917,-0.199056,0.999951,-0.029622,0.036554,9.072348,0.466838,0.321300,-0.178108,0.999602,0.045153,-0.041864,8.847184,0.451888,0.305372,-0.166215,0.999652,0.042370,0.036887,8.947751,0.481873,0.374831,-0.129154,0.999201,0.498960,-0.723223,6.897988,0.451148,0.324312,0.023668,0.999578,-0.029080,0.029686,7.632421,0.421863,0.457136,-0.069594,0.654412,0.171534,0.063870,4.727698,0.419973,0.399276,0.034097,0.064688,0.276985,0.803818,3.840256,0.396989,0.397771,0.025577,0.426682,0.148855,0.246451,3.698718,0.418234,0.378554,-0.064921,0.151261,0.988191,0.289600,-0.000716,0.388042,0.391671,0.040215,0.394113,0.167240,0.293243,4.252991,0.415028,0.381084,-0.067043,0.202536,1.130641,0.360503,-0.012045,0.395954,0.378744,0.032412,0.383249,0.233895,0.290972,4.159399,0.417292,0.371937,-0.080295,0.200940,1.194446,0.101144,0.364692,0.397669,0.384157,0.029686,0.367947,0.179551,0.313195,3.740502,0.420288,0.376007,-0.071181,0.206197,1.192629,0.077267,0.066589
8,0.266667,852,480,30.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.300000,852,480,30.000000,0.448416,0.250558,-0.189770,0.999911,,,,0.458904,0.242280,-0.203026,0.999947,,,,0.461016,0.244980,-0.202986,0.999930,,,,0.463092,0.247724,-0.203038,0.999934,,,,0.455359,0.236867,-0.183603,0.999948,,,,0.455070,0.221577,-0.183707,0.999932,,,,0.453662,0.234440,-0.183747,0.999936,,,,0.447347,0.271077,-0.184901,0.999599,,,,0.448927,0.250739,-0.160630,0.999656,,,,0.454475,0.338916,-0.219578,0.999272,,,,0.442292,0.315880,0.019010,0.999605,,,,0.410889,0.421427,-0.130739,0.663582,,,,0.401807,0.386830,0.114589,0.071989,,,,0.379903,0.388062,0.024809,0.448591,,,,0.373043,0.378852,0.110744,0.162403,,,,0.371548,0.386611,0.025592,0.410924,,,,0.366048,0.380523,0.120757,0.212435,,,,0.375573,0.374418,0.023006,0.399296,,,,0.367131,0.372156,0.094077,0.211583,,,,0.378687,0.376495,0.029778,0.381351,,,,0.369944,0.372626,0.100754,0.215161,,,
