frame,time_sec,video_width,video_height,fps,l0_x,l0_y,l0_z,l0_v,l0_vx,l0_vy,l0_vz,l1_x,l1_y,l1_z,l1_v,l1_vx,l1_vy,l1_vz,l2_x,l2_y,l2_z,l2_v,l2_vx,l2_vy,l2_vz,l3_x,l3_y,l3_z,l3_v,l3_vx,l3_vy,l3_vz,l4_x,l4_y,l4_z,l4_v,l4_vx,l4_vy,l4_vz,l5_x,l5_y,l5_z,l5_v,l5_vx,l5_vy,l5_vz,l6_x,l6_y,l6_z,l6_v,l6_vx,l6_vy,l6_vz,l9_x,l9_y,l9_z,l9_v,l9_vx,l9_vy,l9_vz,l10_x,l10_y,l10_z,l10_v,l10_vx,l10_vy,l10_vz,l11_x,l11_y,l11_z,l11_v,l11_vx,l11_vy,l11_vz,l12_x,l12_y,l12_z,l12_v,l12_vx,l12_vy,l12_vz,l13_x,l13_y,l13_z,l13_v,l13_vx,l13_vy,l13_vz,l14_x,l14_y,l14_z,l14_v,l14_vx,l14_vy,l14_vz,l15_x,l15_y,l15_z,l15_v,l15_vx,l15_vy,l15_vz,l16_x,l16_y,l16_z,l16_v,l16_vx,l16_vy,l16_vz,l17_x,l17_y,l17_z,l17_v,l17_vx,l17_vy,l17_vz,l18_x,l18_y,l18_z,l18_v,l18_vx,l18_vy,l18_vz,l19_x,l19_y,l19_z,l19_v,l19_vx,l19_vy,l19_vz,l20_x,l20_y,l20_z,l20_v,l20_vx,l20_vy,l20_vz,l21_x,l21_y,l21_z,l21_v,l21_vx,l21_vy,l21_vz,l22_x,l22_y,l22_z,l22_v,l22_vx,l22_vy,l22_vz
0,0.000000,852,480,30.000000,0.521511,0.484127,-0.770483,0.999987,0.000000,0.000000,0.000000,0.556058,0.402707,-0.726584,0.999986,0.000000,0.000000,0.000000,0.570946,0.409324,-0.726381,0.999983,0.000000,0.000000,0.000000,0.585174,0.415943,-0.726738,0.999983,0.000000,0.000000,0.000000,0.510620,0.370929,-0.718581,0.999988,0.000000,0.000000,0.000000,0.495548,0.358686,-0.717522,0.999983,0.000000,0.000000,0.000000,0.481030,0.348100,-0.717602,0.999985,0.000000,0.000000,0.000000,0.537018,0.564004,-0.626739,0.999987,0.000000,0.000000,0.000000,0.481769,0.531925,-0.612422,0.999990,0.000000,0.000000,0.000000,0.643399,0.742326,-0.121513,0.999333,0.000000,0.000000,0.000000,0.278430,0.643081,-0.081487,0.999611,0.000000,0.000000,0.000000,0.799322,1.230408,-0.421362,0.689692,0.000000,0.000000,0.000000,0.125773,1.087651,-0.409395,0.766321,0.000000,0.000000,0.000000,0.792935,0.871671,-0.865388,0.912019,0.000000,0.000000,0.000000,0.266899,1.077790,-1.082141,0.687145,0.000000,0.000000,0.000000,0.812587,0.770814,-0.948018,0.843304,0.000000,0.000000,0.000000,0.292519,1.093563,-1.178046,0.606047,0.000000,0.000000,0.000000,0.798733,0.714337,-0.873260,0.857393,0.000000,0.000000,0.000000,0.323616,1.012722,-1.118456,0.639872,0.000000,0.000000,0.000000,0.773503,0.762396,-0.850755,0.849675,0.000000,0.000000,0.000000,0.323179,1.022470,-1.073464,0.632290,0.000000,0.000000,0.000000
1,0.033333,852,480,30.000000,0.521795,0.463131,-0.770560,0.999983,0.008503,-0.629896,-0.002308,0.556191,0.392250,-0.727493,0.999980,0.003986,-0.313721,-0.027260,0.571490,0.398681,-0.727289,0.999972,0.016313,-0.319305,-0.027226,0.586326,0.405096,-0.727610,0.999974,0.034545,-0.325407,-0.026180,0.510297,0.364309,-0.723175,0.999985,-0.009688,-0.198583,-0.137807,0.494427,0.353286,-0.722309,0.999978,-0.033632,-0.161990,-0.143604,0.478703,0.343287,-0.722431,0.999981,-0.069794,-0.144388,-0.144877,0.537773,0.551847,-0.629410,0.999982,0.022641,-0.364716,-0.080130,0.482840,0.514816,-0.620927,0.999989,0.032153,-0.513289,-0.255135,0.645370,0.741830,-0.162874,0.999267,0.059132,-0.014879,-1.240847,0.276702,0.642674,-0.127284,0.999630,-0.051860,-0.012197,-1.373903,0.768159,1.232916,-0.327617,0.649357,-0.934886,0.075252,2.812359,0.126769,1.087952,-0.263755,0.752825,0.029873,0.009041,4.369209,0.723057,1.199131,-0.760233,0.844091,-2.096350,9.823800,3.154625,0.170382,1.479559,-0.882503,0.650217,-2.895510,12.053071,5.989142,0.734430,1.220357,-0.877279,0.782650,-2.344723,13.486308,2.122176,0.156009,1.607885,-1.004723,0.580891,-4.095313,15.429654,5.199684,0.704202,1.167632,-0.853854,0.801206,-2.835910,13.598878,0.582181,0.206084,1.554817,-1.037308,0.621163,-3.525950,16.262848,2.434412,0.687625,1.165903,-0.771246,0.794447,-2.576323,12.105208,2.385269,0.218900,1.513229,-0.911879,0.613397,-3.128390,14.722781,4.847553
2,0.066667,852,480,30.000000,0.522413,0.438431,-0.639347,0.999982,0.018566,-0.741003,3.936406,0.556185,0.367592,-0.602250,0.999978,-0.000182,-0.739743,3.757301,0.571505,0.370911,-0.601906,0.999970,0.000465,-0.833109,3.761471,0.586432,0.374286,-0.602062,0.999972,0.003183,-0.924308,3.766460,0.510046,0.348949,-0.599447,0.999984,-0.007519,-0.460824,3.711839,0.493692,0.340205,-0.598760,0.999977,-0.022051,-0.392452,3.706466,0.477284,0.332125,-0.599006,0.999981,-0.042565,-0.334868,3.702756,0.539422,0.525657,-0.520512,0.999979,0.049467,-0.785696,3.266943,0.486353,0.495002,-0.514209,0.999988,0.105373,-0.594422,3.201533,0.652329,0.729792,-0.120725,0.999141,0.208758,-0.361117,1.264467,0.278149,0.638316,-0.112199,0.999633,0.043412,-0.130740,0.452550,0.781137,1.190598,-0.326256,0.629800,0.389324,-1.269550,0.040823,0.129283,1.088380,-0.249519,0.726716,0.075438,0.012832,0.427094,0.732405,1.133044,-0.743227,0.817395,0.280455,-1.982585,0.510206,0.174538,1.422415,-0.832522,0.618589,0.124685,-1.714325,1.499423,0.746799,1.169208,-0.842877,0.757658,0.371082,-1.534477,1.032041,0.166320,1.536535,-0.934705,0.564432,0.309329,-2.140492,2.100563,0.728117,1.090289,-0.789504,0.778992,0.717425,-2.320307,1.930500,0.213876,1.463221,-0.934244,0.609457,0.233755,-2.747873,3.091925,0.707792,1.149891,-0.741452,0.773162,0.605008,-0.480376,0.893841,0.223888,1.429767,-0.848451,0.601781,0.149637,-2.503871,1.902816
3,0.100000,852,480,30.000000,0.531473,0.435331,-0.755624,0.999978,0.271801,-0.093006,-3.488333,0.561704,0.365802,-0.712517,0.999972,0.165575,-0.053676,-3.308017,0.577067,0.369442,-0.712140,0.999960,0.166841,-0.044052,-3.307012,0.592080,0.373177,-0.712447,0.999962,0.169455,-0.033276,-3.311557,0.517002,0.347122,-0.722395,0.999980,0.208674,-0.054815,-3.688431,0.500675,0.338303,-0.721742,0.999971,0.209497,-0.057039,-3.689475,0.483892,0.329756,-0.721916,0.999978,0.198234,-0.071061,-3.687285,0.548302,0.522177,-0.612883,0.999973,0.266390,-0.104397,-2.771135,0.500134,0.492996,-0.621289,0.999986,0.413446,-0.060162,-3.212403,0.657502,0.726353,-0.138974,0.999091,0.155185,-0.103190,-0.547450,0.283460,0.633118,-0.191910,0.999636,0.159331,-0.155951,-2.391312,0.765230,1.164820,-0.300197,0.601796,-0.477194,-0.773327,0.781788,0.134924,1.088335,-0.460568,0.718337,0.169216,-0.001355,-6.331493,0.697382,1.059815,-0.710974,0.774883,-1.050705,-2.196879,0.967578,0.225612,1.404878,-1.196242,0.611513,1.532233,-0.526088,-10.911596,0.705246,1.050097,-0.828322,0.719799,-1.246608,-3.573321,0.436673,0.221700,1.410252,-1.349174,0.563832,1.661416,-3.788477,-12.434092,0.678573,0.989258,-0.791156,0.745473,-1.486316,-3.030912,-0.049544,0.273228,1.332764,-1.347822,0.611279,1.780561,-3.913708,-12.407327,0.664368,1.015729,-0.716894,0.739177,-1.302722,-4.024844,0.736728,0.277920,1.314131,-1.213841,0.601493,1.620971,-3.469058,-10.961695
4,0.133333,852,480,30.000000,0.548809,0.416226,-0.698887,0.999969,0.520070,-0.573133,1.702112,0.572840,0.351306,-0.646043,0.999960,0.334089,-0.434895,1.994210,0.586782,0.354953,-0.645915,0.999947,0.291460,-0.434670,1.986768,0.600455,0.358542,-0.646352,0.999951,0.251235,-0.439045,1.982839,0.530783,0.334156,-0.661688,0.999971,0.413416,-0.388979,1.821206,0.514925,0.325962,-0.661090,0.999961,0.427505,-0.370254,1.819578,0.498571,0.317224,-0.661336,0.999969,0.440373,-0.375962,1.817383,0.565970,0.498651,-0.552270,0.999960,0.530060,-0.705781,1.818391,0.517506,0.474513,-0.570091,0.999979,0.521144,-0.554490,1.535947,0.667363,0.707355,-0.087445,0.999048,0.295826,-0.569935,1.545879,0.291299,0.628266,-0.165823,0.999582,0.235168,-0.145542,0.782607,0.768365,1.159826,-0.298426,0.579079,0.094035,-0.149828,0.053122,0.147215,1.076770,-0.578867,0.710155,0.368726,-0.346942,-3.548965,0.701738,1.024723,-0.709538,0.750268,0.130700,-1.052774,0.043067,0.296529,1.095326,-1.348197,0.619025,2.127490,-9.286573,-4.558661,0.705111,0.995617,-0.815295,0.697394,-0.004045,-1.634413,0.390803,0.328151,1.069447,-1.497892,0.571793,3.193513,-10.224169,-4.461540,0.679526,0.932876,-0.775536,0.727232,0.028601,-1.691464,0.468591,0.355425,0.991164,-1.446078,0.619274,2.465919,-10.247996,-2.947676,0.667605,0.959191,-0.710657,0.719285,0.097098,-1.696161,0.187118,0.351589,1.007022,-1.346255,0.606930,2.210069,-9.213281,-3.972423
5,0.166667,852,480,30.000000,0.562990,0.421006,-0.692657,0.999970,0.425427,0.143394,0.186900,0.589248,0.354281,-0.644401,0.999961,0.492226,0.089257,0.049274,0.604067,0.358417,-0.644202,0.999949,0.518548,0.103921,0.051377,0.617827,0.362528,-0.644515,0.999953,0.521162,0.119593,0.055119,0.543969,0.334746,-0.655962,0.999972,0.395590,0.017711,0.171781,0.528276,0.326531,-0.655223,0.999962,0.400525,0.017077,0.175992,0.511742,0.318006,-0.655424,0.999970,0.395133,0.023452,0.177360,0.578083,0.504029,-0.550001,0.999960,0.363391,0.161339,0.068071,0.527688,0.477319,-0.563640,0.999980,0.305459,0.084183,0.193523,0.674079,0.701783,-0.072627,0.999059,0.201496,-0.167141,0.444520,0.295689,0.625234,-0.162199,0.999555,0.131698,-0.090981,0.108715,0.773707,1.166362,-0.298299,0.553935,0.160267,0.196073,0.003808,0.146650,1.076057,-0.584069,0.698509,-0.016928,-0.021411,-0.156063,0.776353,0.968704,-0.723945,0.754272,2.238441,-1.680556,-0.432211,0.295317,1.059687,-1.294819,0.627254,-0.036356,-1.069161,1.601347,0.809731,0.908426,-0.821037,0.704168,3.138619,-2.615739,-0.172269,0.329373,1.053937,-1.424768,0.581385,0.036670,-0.465288,2.193722,0.787641,0.851444,-0.779742,0.734758,3.243443,-2.442961,-0.126171,0.360984,0.971278,-1.359317,0.628982,0.166749,-0.596597,2.602812,0.761125,0.885784,-0.725218,0.726563,2.805601,-2.202190,-0.436834,0.356755,0.985516,-1.286419,0.615412,0.154997,-0.645180,1.795099
6,0.200000,852,480,30.000000,0.580253,0.424741,-0.691682,0.999970,0.517890,0.112055,0.029250,0.611621,0.356096,-0.644496,0.999962,0.671216,0.054437,-0.002857,0.627253,0.360077,-0.644241,0.999949,0.695584,0.049788,-0.001182,0.641316,0.364005,-0.644493,0.999954,0.704663,0.044306,0.000672,0.561634,0.336305,-0.656012,0.999973,0.529933,0.046761,-0.001516,0.544497,0.327688,-0.655293,0.999962,0.486633,0.034705,-0.002087,0.526849,0.318786,-0.655488,0.999970,0.453202,0.023420,-0.001917,0.596241,0.507729,-0.551360,0.999960,0.544726,0.111018,-0.040753,0.543594,0.478279,-0.564735,0.999980,0.477199,0.028792,-0.032855,0.687580,0.698420,-0.077746,0.999087,0.405040,-0.100919,-0.153566,0.303598,0.625430,-0.153336,0.999562,0.237285,0.005883,0.265876,0.797651,1.161428,-0.243251,0.541381,0.718317,-0.148011,1.651430,0.149456,1.076252,-0.418480,0.682029,0.084154,0.005851,4.967692,0.790437,0.967261,-0.671608,0.745733,0.422521,-0.043287,1.570135,0.280991,1.232943,-1.044350,0.609073,-0.429778,5.197670,7.514076,0.817849,0.914290,-0.776109,0.698473,0.243528,0.175924,1.347860,0.296642,1.296695,-1.166852,0.571395,-0.981921,7.282748,7.737476,0.791853,0.855751,-0.746725,0.731161,0.126355,0.129195,0.990492,0.340596,1.215748,-1.146138,0.622280,-0.611629,7.334104,6.395380,0.768176,0.885655,-0.679153,0.723034,0.211532,-0.003889,1.381946,0.341913,1.197608,-1.052692,0.609032,-0.445265,6.362752,7.011799
7,0.233333,852,480,30.000000,0.583891,0.427778,-0.806397,0.999966,0.109148,0.091118,-3.441440,0.616355,0.357023,-0.760253,0.999956,0.142003,0.027825,-3.472699,0.632676,0.361208,-0.760053,0.999942,0.162685,0.033938,-3.474346,0.647411,0.365342,-0.760423,0.999946,0.182848,0.040106,-3.477917,0.566299,0.337572,-0.773592,0.999968,0.139954,0.038024,-3.527402,0.549713,0.329838,-0.772859,0.999956,0.156484,0.064504,-3.526971,0.532649,0.321470,-0.772946,0.999966,0.174007,0.080510,-3.523745,0.601013,0.510482,-0.650487,0.999954,0.143158,0.082571,-2.973810,0.548500,0.485399,-0.665805,0.999977,0.147153,0.213603,-3.032096,0.695031,0.697950,-0.130522,0.999061,0.223510,-0.014078,-1.583278,0.311180,0.625270,-0.195588,0.999534,0.227446,-0.004808,-1.267549,0.797061,1.164556,-0.273899,0.523660,-0.017697,0.093831,-0.919435,0.156643,1.076372,-0.477075,0.669407,0.215624,0.003601,-1.757862,0.749496,0.981929,-0.685128,0.735881,-1.228234,0.440027,-0.405616,0.292162,1.223119,-1.161100,0.609089,0.335125,-0.294707,-3.502500,0.761323,0.947121,-0.791912,0.689391,-1.695789,0.984936,-0.474114,0.310428,1.256346,-1.301580,0.573177,0.413566,-1.210474,-4.041817,0.733957,0.883137,-0.759645,0.724226,-1.736877,0.821600,-0.387572,0.349020,1.174301,-1.274360,0.624949,0.252715,-1.243408,-3.846663,0.718241,0.905929,-0.690300,0.716312,-1.498030,0.608218,-0.334404,0.350369,1.165024,-1.167361,0.610771,0.253679,-0.977508,-3.440058
8,0.266667,852,480,30.000000,0.589384,0.428401,-0.755094,0.999967,0.164773,0.018693,1.539096,0.621319,0.357942,-0.712139,0.999958,0.148911,0.027562,1.443406,0.637125,0.361767,-0.711825,0.999944,0.133465,0.016779,1.446841,0.651651,0.365668,-0.711914,0.999948,0.127206,0.009782,1.455268,0.573720,0.338271,-0.725527,0.999969,0.222631,0.020978,1.441961,0.557661,0.330387,-0.724895,0.999957,0.238441,0.016479,1.438894,0.540911,0.322098,-0.725065,0.999966,0.247852,0.018825,1.436425,0.605951,0.512493,-0.616906,0.999954,0.148137,0.060351,1.007432,0.553066,0.486864,-0.636679,0.999978,0.136991,0.043944,0.873769,0.700051,0.697766,-0.129569,0.999084,0.150601,-0.005534,0.028590,0.315488,0.625277,-0.189936,0.999516,0.129239,0.000234,0.169562,0.801832,1.167625,-0.283348,0.514291,0.143130,0.092061,-0.283452,0.171761,1.076416,-0.279684,0.624236,0.453548,0.001338,5.921735,0.797360,0.945784,-0.701979,0.746353,1.435908,-1.084337,-0.505528,0.267132,1.381517,-0.820953,0.568035,-0.750884,4.751945,10.204398,0.827338,0.879467,-0.830099,0.703751,1.980452,-2.029604,-1.145602,0.263673,1.486492,-0.925624,0.546349,-1.402635,6.904374,11.278675,0.804533,0.815709,-0.807864,0.737999,2.117289,-2.022859,-1.446598,0.308818,1.414518,-0.930870,0.602263,-1.206070,7.206506,10.304688,0.778451,0.846213,-0.721761,0.730016,1.806291,-1.791460,-0.943843,0.316871,1.379519,-0.840042,0.589199,-1.004936,6.434852,9.819558
9,0.300000,852,480,30.000000,0.586814,0.430366,-0.727975,0.999961,-0.077094,0.058933,0.813573,0.617367,0.359083,-0.678946,0.999949,-0.118550,0.034240,0.995795,0.632378,0.363698,-0.678760,0.999935,-0.142415,0.057929,0.991958,0.646530,0.368753,-0.679040,0.999940,-0.153632,0.092532,0.986232,0.573110,0.339041,-0.687299,0.999960,-0.018296,0.023084,1.146846,0.557939,0.331039,-0.686789,0.999947,0.008322,0.019572,1.143208,0.542257,0.322209,-0.687082,0.999957,0.040376,0.003344,1.139490,0.603124,0.512607,-0.591366,0.999943,-0.084795,0.003401,0.766203,0.551893,0.486987,-0.604269,0.999972,-0.035191,0.003677,0.972310,0.703185,0.698279,-0.119785,0.999026,0.094017,0.015387,0.293506,0.320963,0.625377,-0.150020,0.999457,0.164267,0.002986,1.197460,0.822448,1.155823,-0.332422,0.519769,0.618476,-0.354034,-1.472221,0.187661,1.077123,-0.286650,0.585876,0.476974,0.021204,-0.208987,0.816375,0.843134,-0.837840,0.750145,0.570472,-3.079521,-4.075828,0.271452,1.377879,-0.908055,0.530165,0.129603,-0.109144,-2.613037,0.842536,0.748741,-0.967813,0.706361,0.455938,-3.921792,-4.131432,0.264974,1.474149,-1.025936,0.516762,0.039028,-0.370277,-3.009374,0.820246,0.692332,-0.932741,0.740705,0.471375,-3.701298,-3.746309,0.309051,1.408253,-1.033514,0.574575,0.006991,-0.187955,-3.079314,0.795844,0.731823,-0.849119,0.733099,0.521793,-3.431708,-3.820732,0.316901,1.378189,-0.930604,0.562513,0.000878,-0.039901,-2.716843
