frame,time_sec,video_width,video_height,fps,l0_x,l0_y,l0_z,l0_v,l0_vx,l0_vy,l0_vz,l1_x,l1_y,l1_z,l1_v,l1_vx,l1_vy,l1_vz,l2_x,l2_y,l2_z,l2_v,l2_vx,l2_vy,l2_vz,l3_x,l3_y,l3_z,l3_v,l3_vx,l3_vy,l3_vz,l4_x,l4_y,l4_z,l4_v,l4_vx,l4_vy,l4_vz,l5_x,l5_y,l5_z,l5_v,l5_vx,l5_vy,l5_vz,l6_x,l6_y,l6_z,l6_v,l6_vx,l6_vy,l6_vz,l9_x,l9_y,l9_z,l9_v,l9_vx,l9_vy,l9_vz,l10_x,l10_y,l10_z,l10_v,l10_vx,l10_vy,l10_vz,l11_x,l11_y,l11_z,l11_v,l11_vx,l11_vy,l11_vz,l12_x,l12_y,l12_z,l12_v,l12_vx,l12_vy,l12_vz,l13_x,l13_y,l13_z,l13_v,l13_vx,l13_vy,l13_vz,l14_x,l14_y,l14_z,l14_v,l14_vx,l14_vy,l14_vz,l15_x,l15_y,l15_z,l15_v,l15_vx,l15_vy,l15_vz,l16_x,l16_y,l16_z,l16_v,l16_vx,l16_vy,l16_vz,l17_x,l17_y,l17_z,l17_v,l17_vx,l17_vy,l17_vz,l18_x,l18_y,l18_z,l18_v,l18_vx,l18_vy,l18_vz,l19_x,l19_y,l19_z,l19_v,l19_vx,l19_vy,l19_vz,l20_x,l20_y,l20_z,l20_v,l20_vx,l20_vy,l20_vz,l21_x,l21_y,l21_z,l21_v,l21_vx,l21_vy,l21_vz,l22_x,l22_y,l22_z,l22_v,l22_vx,l22_vy,l22_vz
0,0.000000,852,480,30.000000,0.407270,0.231509,-0.735381,0.999996,0.000000,0.000000,0.000000,0.424868,0.200870,-0.724383,0.999986,0.000000,0.000000,0.000000,0.434646,0.202847,-0.724309,0.999987,0.000000,0.000000,0.000000,0.442102,0.204762,-0.724427,0.999957,0.000000,0.000000,0.000000,0.398324,0.194374,-0.718118,0.999989,0.000000,0.000000,0.000000,0.392221,0.191755,-0.718225,0.999993,0.000000,0.000000,0.000000,0.386436,0.189157,-0.718235,0.999982,0.000000,0.000000,0.000000,0.425822,0.275372,-0.677822,0.999996,0.000000,0.000000,0.000000,0.397627,0.266618,-0.671888,0.999999,0.000000,0.000000,0.000000,0.511553,0.350637,-0.452373,0.999590,0.000000,0.000000,0.000000,0.349723,0.370158,-0.410704,0.999984,0.000000,0.000000,0.000000,0.535595,0.566137,-0.702006,0.987086,0.000000,0.000000,0.000000,0.334507,0.587251,-0.584031,0.961923,0.000000,0.000000,0.000000,0.489063,0.398537,-1.052671,0.992171,0.000000,0.000000,0.000000,0.301218,0.588529,-0.952145,0.976264,0.000000,0.000000,0.000000,0.469046,0.344300,-1.121639,0.986071,0.000000,0.000000,0.000000,0.284441,0.576806,-1.018039,0.970657,0.000000,0.000000,0.000000,0.478900,0.307481,-1.097013,0.984259,0.000000,0.000000,0.000000,0.284317,0.547927,-1.014128,0.968037,0.000000,0.000000,0.000000,0.481249,0.330109,-1.049350,0.966049,0.000000,0.000000,0.000000,0.293207,0.549072,-0.958021,0.943698,0.000000,0.000000,0.000000
1,0.033333,852,480,30.000000,0.408076,0.230652,-0.666826,0.999996,0.024182,-0.025706,2.056670,0.425774,0.199745,-0.656137,0.999987,0.027196,-0.033743,2.047371,0.434891,0.202299,-0.655996,0.999988,0.007345,-0.016454,2.049370,0.442529,0.204574,-0.656032,0.999958,0.012817,-0.005634,2.051849,0.399238,0.192435,-0.649425,0.999990,0.027423,-0.058187,2.060789,0.392539,0.190116,-0.649532,0.999993,0.009536,-0.049177,2.060784,0.386668,0.187780,-0.649535,0.999983,0.006955,-0.041308,2.060990,0.425690,0.272497,-0.614548,0.999996,-0.003953,-0.086256,1.898219,0.396999,0.263625,-0.608277,0.999999,-0.018828,-0.089792,1.908329,0.509686,0.356152,-0.416696,0.999580,-0.056021,0.165436,1.070315,0.346614,0.372759,-0.370209,0.999983,-0.093271,0.078038,1.214840,0.533349,0.569314,-0.656116,0.987282,-0.067381,0.095313,1.376714,0.325973,0.572424,-0.549984,0.962729,-0.256018,-0.444810,1.021405,0.482796,0.397183,-0.979357,0.992336,-0.188018,-0.040618,2.199411,0.297165,0.586649,-0.901640,0.976403,-0.121602,-0.056407,1.515135,0.468971,0.342570,-1.046673,0.986329,-0.002263,-0.051903,2.248982,0.283564,0.577911,-0.967209,0.970751,-0.026300,0.033156,1.524904,0.477184,0.307537,-1.017218,0.984520,-0.051476,0.001685,2.393857,0.284415,0.548215,-0.964020,0.968123,0.002942,0.008653,1.503264,0.478108,0.328752,-0.974248,0.966937,-0.094230,-0.040710,2.253036,0.292823,0.549552,-0.908240,0.944726,-0.011516,0.014395,1.493434
2,0.066667,852,480,30.000000,0.408154,0.230379,-0.680363,0.999996,0.002358,-0.008189,-0.406104,0.426102,0.199384,-0.669690,0.999987,0.009826,-0.010854,-0.406598,0.435032,0.202260,-0.669571,0.999988,0.004233,-0.001169,-0.407234,0.442836,0.204627,-0.669625,0.999959,0.009213,0.001586,-0.407787,0.399441,0.191098,-0.662213,0.999990,0.006106,-0.040087,-0.383626,0.392580,0.188721,-0.662315,0.999993,0.001233,-0.041856,-0.383466,0.386698,0.186387,-0.662312,0.999983,0.000894,-0.041779,-0.383302,0.425224,0.272126,-0.627373,0.999997,-0.013981,-0.011132,-0.384750,0.396015,0.262363,-0.619959,0.999999,-0.029526,-0.037868,-0.350470,0.507676,0.363317,-0.426897,0.999588,-0.060296,0.214976,-0.306013,0.346606,0.373049,-0.371400,0.999981,-0.000239,0.008694,-0.035716,0.532319,0.569332,-0.663257,0.987367,-0.030910,0.000565,-0.214239,0.324503,0.561968,-0.545759,0.961443,-0.044098,-0.313681,0.126743,0.480499,0.396910,-0.981213,0.992287,-0.068904,-0.008197,-0.055668,0.296134,0.586670,-0.900336,0.975024,-0.030917,0.000644,0.039121,0.468955,0.342233,-1.047963,0.986365,-0.000479,-0.010116,-0.038706,0.283324,0.579533,-0.965785,0.969591,-0.007228,0.048661,0.042740,0.476212,0.308484,-1.022495,0.984536,-0.029146,0.028426,-0.158329,0.284797,0.548209,-0.964781,0.966855,0.011436,-0.000184,-0.022831,0.476577,0.328809,-0.977338,0.967493,-0.045922,0.001701,-0.092681,0.292980,0.549607,-0.908184,0.944166,0.004713,0.001631,0.001686
3,0.100000,852,480,30.000000,0.408660,0.230327,-0.652224,0.999996,0.015170,-0.001550,0.844163,0.426809,0.199284,-0.642727,0.999987,0.021221,-0.002975,0.808890,0.435535,0.202267,-0.642592,0.999987,0.015090,0.000236,0.809362,0.443581,0.204792,-0.642638,0.999958,0.022363,0.004944,0.809609,0.399872,0.190385,-0.636586,0.999989,0.012909,-0.021402,0.768800,0.392713,0.187939,-0.636686,0.999993,0.003996,-0.023457,0.768850,0.386755,0.185623,-0.636685,0.999982,0.001718,-0.022911,0.768791,0.425240,0.272004,-0.599389,0.999996,0.000488,-0.003662,0.839506,0.395554,0.261801,-0.593740,0.999999,-0.013820,-0.016860,0.786560,0.507495,0.362795,-0.404661,0.999594,-0.005441,-0.015661,0.667073,0.345592,0.373016,-0.356776,0.999981,-0.030426,-0.000988,0.438724,0.532372,0.569944,-0.636771,0.987534,0.001579,0.018359,0.794579,0.316767,0.561668,-0.526224,0.961230,-0.232102,-0.008993,0.586064,0.480075,0.396917,-0.957444,0.992462,-0.012715,0.000202,0.713062,0.295917,0.586666,-0.873098,0.974887,-0.006507,-0.000125,0.817146,0.468972,0.342239,-1.024530,0.986650,0.000501,0.000194,0.702989,0.283210,0.581699,-0.937366,0.969577,-0.003406,0.064967,0.852551,0.476253,0.309440,-0.996632,0.984840,0.001232,0.028659,0.775895,0.285724,0.548289,-0.936892,0.966858,0.027824,0.002407,0.836670,0.476102,0.328955,-0.952835,0.968499,-0.014264,0.004391,0.735092,0.293070,0.549018,-0.880720,0.945045,0.002702,-0.017647,0.823907
4,0.133333,852,480,30.000000,0.409332,0.230236,-0.670961,0.999996,0.020154,-0.002748,-0.562127,0.427550,0.199123,-0.660723,0.999987,0.022237,-0.004836,-0.539877,0.436116,0.202240,-0.660592,0.999988,0.017440,-0.000811,-0.539995,0.444307,0.204799,-0.660637,0.999959,0.021768,0.000209,-0.539963,0.400265,0.189942,-0.654401,0.999989,0.011813,-0.013289,-0.534459,0.392848,0.187491,-0.654526,0.999993,0.004034,-0.013452,-0.535174,0.386812,0.185197,-0.654535,0.999982,0.001705,-0.012804,-0.535499,0.425394,0.271522,-0.615909,0.999996,0.004623,-0.014449,-0.495579,0.395435,0.261242,-0.610149,0.999999,-0.003585,-0.016766,-0.492255,0.507417,0.362665,-0.407337,0.999601,-0.002337,-0.003907,-0.080276,0.345378,0.371877,-0.361588,0.999981,-0.006411,-0.034176,-0.144375,0.532203,0.570338,-0.635964,0.987746,-0.005046,0.011821,0.024213,0.318547,0.560288,-0.534027,0.962112,0.053419,-0.041401,-0.234100,0.480049,0.397134,-0.960362,0.992664,-0.000782,0.006506,-0.087529,0.296444,0.581128,-0.886955,0.975328,0.015809,-0.166152,-0.415719,0.469001,0.342364,-1.027918,0.986970,0.000882,0.003750,-0.101656,0.283789,0.581554,-0.952651,0.969922,0.017382,-0.004336,-0.458556,0.476354,0.309934,-1.002239,0.985206,0.003011,0.014834,-0.168207,0.286774,0.547587,-0.951364,0.967263,0.031508,-0.021077,-0.434160,0.475841,0.329002,-0.956429,0.969536,-0.007807,0.001401,-0.107821,0.294838,0.548073,-0.894271,0.946334,0.053035,-0.028344,-0.406517
5,0.166667,852,480,30.000000,0.409347,0.230256,-0.646510,0.999996,0.000467,0.000618,0.733541,0.427676,0.199124,-0.636908,0.999986,0.003774,0.000030,0.714451,0.436272,0.202377,-0.636774,0.999987,0.004658,0.004093,0.714524,0.444551,0.205224,-0.636804,0.999958,0.007308,0.012759,0.714977,0.400347,0.189742,-0.630933,0.999989,0.002447,-0.006004,0.704041,0.392900,0.187282,-0.631064,0.999992,0.001585,-0.006258,0.703855,0.386856,0.184986,-0.631088,0.999982,0.001332,-0.006309,0.703416,0.425303,0.271597,-0.593234,0.999996,-0.002744,0.002253,0.680233,0.395170,0.261228,-0.587963,0.999999,-0.007931,-0.000431,0.665583,0.507172,0.362045,-0.389810,0.999595,-0.007330,-0.018613,0.525790,0.345222,0.371330,-0.349692,0.999980,-0.004697,-0.016421,0.356890,0.532332,0.572608,-0.616750,0.987821,0.003859,0.068078,0.576423,0.319625,0.562344,-0.517431,0.962659,0.032325,0.061677,0.497893,0.480468,0.397572,-0.937974,0.992827,0.012557,0.013135,0.671623,0.297374,0.581434,-0.858634,0.975917,0.027874,0.009182,0.849636,0.469569,0.342501,-1.003058,0.987193,0.017040,0.004095,0.745822,0.285052,0.581720,-0.921028,0.970420,0.037867,0.004967,0.948703,0.476624,0.310747,-0.975538,0.985457,0.008100,0.024388,0.801029,0.288087,0.547597,-0.919985,0.967835,0.039373,0.000320,0.941348,0.475937,0.329286,-0.932979,0.970359,0.002856,0.008537,0.703483,0.296096,0.547823,-0.865363,0.947800,0.037727,-0.007505,0.867248
6,0.200000,852,480,30.000000,0.409379,0.229558,-0.687969,0.999996,0.000945,-0.020964,-1.243781,0.427915,0.198795,-0.676906,0.999987,0.007174,-0.009875,-1.199938,0.436573,0.202322,-0.676781,0.999988,0.009030,-0.001656,-1.200204,0.444995,0.205243,-0.676828,0.999960,0.013321,0.000552,-1.200703,0.400715,0.189154,-0.669322,0.999989,0.011039,-0.017629,-1.151680,0.393213,0.186764,-0.669463,0.999993,0.009381,-0.015555,-1.151973,0.387145,0.184506,-0.669474,0.999983,0.008651,-0.014426,-1.151567,0.425177,0.271145,-0.631992,0.999996,-0.003769,-0.013548,-1.162729,0.395081,0.260050,-0.624986,0.999999,-0.002691,-0.035335,-1.110696,0.507238,0.361790,-0.421115,0.999615,0.001956,-0.007652,-0.939139,0.345274,0.370755,-0.359566,0.999981,0.001566,-0.017240,-0.296220,0.532395,0.573281,-0.681761,0.988280,0.001879,0.020199,-1.950327,0.324593,0.563628,-0.554961,0.961670,0.149034,0.038525,-1.125911,0.480603,0.397502,-1.044399,0.993131,0.004061,-0.002096,-3.192748,0.299687,0.581482,-0.949677,0.976086,0.069403,0.001447,-2.731295,0.470214,0.342510,-1.119445,0.987724,0.019341,0.000283,-3.491621,0.288512,0.580599,-1.021922,0.970891,0.103798,-0.033633,-3.026835,0.477380,0.311215,-1.092013,0.986055,0.022683,0.014023,-3.494246,0.289818,0.546899,-1.020202,0.968404,0.051947,-0.020944,-3.006513,0.476017,0.329317,-1.040497,0.971639,0.002418,0.000906,-3.225526,0.297009,0.547158,-0.957779,0.948877,0.027404,-0.019970,-2.772476
7,0.233333,852,480,30.000000,0.409489,0.228840,-0.699611,0.999996,0.003312,-0.021513,-0.349245,0.428008,0.198206,-0.688394,0.999988,0.002772,-0.017680,-0.344630,0.436618,0.201823,-0.688275,0.999989,0.001360,-0.014952,-0.344805,0.445022,0.204870,-0.688326,0.999962,0.000807,-0.011177,-0.344936,0.401012,0.188679,-0.680329,0.999990,0.008926,-0.014247,-0.330201,0.393503,0.186336,-0.680479,0.999993,0.008689,-0.012833,-0.330471,0.387459,0.184110,-0.680507,0.999984,0.009417,-0.011865,-0.330983,0.425170,0.270114,-0.643111,0.999997,-0.000212,-0.030955,-0.333588,0.395088,0.259035,-0.635487,0.999999,0.000219,-0.030447,-0.315042,0.507274,0.360883,-0.425282,0.999640,0.001084,-0.027195,-0.125003,0.345972,0.365647,-0.368009,0.999982,0.020942,-0.153235,-0.253293,0.531397,0.573387,-0.681237,0.988779,-0.029932,0.003186,0.015711,0.327016,0.560724,-0.557521,0.962465,0.072694,-0.087129,-0.076815,0.480852,0.397340,-1.043042,0.993503,0.007460,-0.004838,0.040720,0.302101,0.580896,-0.939630,0.976960,0.072414,-0.017561,0.301428,0.470430,0.342520,-1.117841,0.988348,0.006495,0.000284,0.048126,0.291762,0.578504,-1.010433,0.971867,0.097500,-0.062841,0.344678,0.477695,0.311425,-1.091639,0.986767,0.009455,0.006314,0.011208,0.292152,0.544315,-1.008427,0.969512,0.070001,-0.077507,0.353261,0.476049,0.329321,-1.039640,0.973092,0.000956,0.000132,0.025699,0.298625,0.545441,-0.947226,0.950791,0.048472,-0.051488,0.316588
8,0.266667,852,480,30.000000,0.409847,0.231735,-0.687613,0.999997,0.010731,0.086831,0.359933,0.428460,0.202143,-0.675256,0.999988,0.013579,0.118108,0.394127,0.437189,0.205603,-0.675143,0.999989,0.017129,0.113398,0.393938,0.445632,0.208347,-0.675187,0.999964,0.018314,0.104310,0.394168,0.401161,0.192153,-0.667810,0.999990,0.004451,0.104216,0.375583,0.393692,0.189684,-0.667947,0.999994,0.005679,0.100432,0.375938,0.387718,0.187374,-0.667974,0.999984,0.007797,0.097924,0.375963,0.425653,0.272671,-0.630897,0.999997,0.014476,0.076736,0.366433,0.395342,0.260780,-0.623964,0.999999,0.007614,0.052361,0.345712,0.508108,0.360651,-0.417507,0.999664,0.025038,-0.006978,0.233254,0.345565,0.366213,-0.364024,0.999982,-0.012203,0.016976,0.119545,0.533210,0.578087,-0.678889,0.989349,0.054395,0.140993,0.070451,0.327037,0.563822,-0.557251,0.963252,0.000644,0.092947,0.008111,0.482837,0.397139,-1.036152,0.993919,0.059551,-0.006045,0.206705,0.302225,0.580930,-0.942822,0.977762,0.003742,0.001009,-0.095776,0.472632,0.342443,-1.111753,0.989045,0.066050,-0.002285,0.182626,0.292810,0.578225,-1.014800,0.972790,0.031461,-0.008363,-0.130999,0.479668,0.311540,-1.083053,0.987547,0.059194,0.003438,0.257571,0.293055,0.543990,-1.012132,0.970506,0.027111,-0.009772,-0.111140,0.478582,0.328833,-1.031804,0.974684,0.075990,-0.014639,0.235080,0.299022,0.544546,-0.950262,0.952502,0.011930,-0.026852,-0.091102
9,0.300000,852,480,30.000000,0.410194,0.235953,-0.738815,0.999997,0.010420,0.126531,-1.536058,0.428961,0.206436,-0.726151,0.999989,0.015026,0.128809,-1.526835,0.437703,0.209428,-0.726028,0.999990,0.015434,0.114753,-1.526536,0.446067,0.211704,-0.726098,0.999967,0.013046,0.100704,-1.527327,0.401277,0.196550,-0.719750,0.999991,0.003477,0.131900,-1.558197,0.393809,0.193750,-0.719892,0.999994,0.003523,0.122000,-1.558337,0.387881,0.191175,-0.719915,0.999985,0.004875,0.114019,-1.558222,0.426113,0.276652,-0.679328,0.999997,0.013804,0.119430,-1.452942,0.395558,0.264503,-0.673717,0.999999,0.006497,0.111694,-1.492594,0.509598,0.360737,-0.450395,0.999685,0.044682,0.002606,-0.986656,0.344861,0.366654,-0.412932,0.999983,-0.021123,0.013224,-1.467243,0.536016,0.584506,-0.722022,0.989866,0.084178,0.192565,-1.294007,0.326880,0.572190,-0.625189,0.964890,-0.004708,0.251019,-2.038127,0.484081,0.399208,-1.107791,0.994285,0.037322,0.062067,-2.149186,0.302347,0.581506,-1.031159,0.978866,0.003648,0.017270,-2.650105,0.473589,0.343513,-1.187779,0.989647,0.028706,0.032089,-2.280786,0.293459,0.577287,-1.107051,0.974051,0.019459,-0.028152,-2.767546,0.480622,0.312332,-1.153967,0.988210,0.028608,0.023775,-2.127407,0.293347,0.542455,-1.099512,0.971831,0.008740,-0.046050,-2.621419,0.479890,0.328639,-1.101991,0.975962,0.039245,-0.005831,-2.105598,0.299112,0.543658,-1.036749,0.954434,0.002693,-0.026643,-2.594606
