frame,time_sec,video_width,video_height,fps,l0_x,l0_y,l0_z,l0_v,l0_vx,l0_vy,l0_vz,l1_x,l1_y,l1_z,l1_v,l1_vx,l1_vy,l1_vz,l2_x,l2_y,l2_z,l2_v,l2_vx,l2_vy,l2_vz,l3_x,l3_y,l3_z,l3_v,l3_vx,l3_vy,l3_vz,l4_x,l4_y,l4_z,l4_v,l4_vx,l4_vy,l4_vz,l5_x,l5_y,l5_z,l5_v,l5_vx,l5_vy,l5_vz,l6_x,l6_y,l6_z,l6_v,l6_vx,l6_vy,l6_vz,l9_x,l9_y,l9_z,l9_v,l9_vx,l9_vy,l9_vz,l10_x,l10_y,l10_z,l10_v,l10_vx,l10_vy,l10_vz,l11_x,l11_y,l11_z,l11_v,l11_vx,l11_vy,l11_vz,l12_x,l12_y,l12_z,l12_v,l12_vx,l12_vy,l12_vz,l13_x,l13_y,l13_z,l13_v,l13_vx,l13_vy,l13_vz,l14_x,l14_y,l14_z,l14_v,l14_vx,l14_vy,l14_vz,l15_x,l15_y,l15_z,l15_v,l15_vx,l15_vy,l15_vz,l16_x,l16_y,l16_z,l16_v,l16_vx,l16_vy,l16_vz,l17_x,l17_y,l17_z,l17_v,l17_vx,l17_vy,l17_vz,l18_x,l18_y,l18_z,l18_v,l18_vx,l18_vy,l18_vz,l19_x,l19_y,l19_z,l19_v,l19_vx,l19_vy,l19_vz,l20_x,l20_y,l20_z,l20_v,l20_vx,l20_vy,l20_vz,l21_x,l21_y,l21_z,l21_v,l21_vx,l21_vy,l21_vz,l22_x,l22_y,l22_z,l22_v,l22_vx,l22_vy,l22_vz
0,0.000000,852,480,30.000000,0.525617,0.647059,-0.490173,0.999263,0.000000,0.000000,0.000000,0.537382,0.624578,-0.483853,0.998273,0.000000,0.000000,0.000000,0.544217,0.625989,-0.483838,0.998894,0.000000,0.000000,0.000000,0.548654,0.626367,-0.483870,0.997950,0.000000,0.000000,0.000000,0.520555,0.618731,-0.483329,0.998178,0.000000,0.000000,0.000000,0.515769,0.616969,-0.483400,0.998724,0.000000,0.000000,0.000000,0.510943,0.615319,-0.483406,0.997062,0.000000,0.000000,0.000000,0.534497,0.673878,-0.459198,0.995674,0.000000,0.000000,0.000000,0.513958,0.667412,-0.458125,0.996221,0.000000,0.000000,0.000000,0.571466,0.722812,-0.336047,0.998292,0.000000,0.000000,0.000000,0.474639,0.676105,-0.344415,0.998182,0.000000,0.000000,0.000000,0.564492,0.842713,-0.412054,0.802131,0.000000,0.000000,0.000000,0.446981,0.765071,-0.424967,0.846417,0.000000,0.000000,0.000000,0.543038,0.875964,-0.551484,0.366684,0.000000,0.000000,0.000000,0.489877,0.823431,-0.563288,0.595396,0.000000,0.000000,0.000000,0.541678,0.884012,-0.597393,0.318422,0.000000,0.000000,0.000000,0.498330,0.842382,-0.610268,0.498148,0.000000,0.000000,0.000000,0.537770,0.863556,-0.592863,0.306367,0.000000,0.000000,0.000000,0.513157,0.827987,-0.599864,0.450483,0.000000,0.000000,0.000000,0.535209,0.860736,-0.554266,0.255535,0.000000,0.000000,0.000000,0.512027,0.822892,-0.563379,0.338557,0.000000,0.000000,0.000000
1,0.033333,852,480,30.000000,0.526894,0.647028,-0.468260,0.999277,0.038300,-0.000923,0.657412,0.539006,0.622264,-0.457588,0.998334,0.048725,-0.069435,0.787928,0.545656,0.622644,-0.457603,0.998913,0.043159,-0.100361,0.787061,0.549863,0.622288,-0.457605,0.998041,0.036283,-0.122357,0.787961,0.520612,0.618313,-0.456746,0.998258,0.001708,-0.012562,0.797475,0.515693,0.616899,-0.456779,0.998769,-0.002291,-0.002121,0.798623,0.510625,0.615343,-0.456803,0.997248,-0.009529,0.000733,0.798081,0.536041,0.673860,-0.437519,0.995747,0.046318,-0.000529,0.650374,0.514927,0.667641,-0.435943,0.996306,0.029054,0.006874,0.665461,0.573155,0.723305,-0.311237,0.997984,0.050651,0.014797,0.744326,0.474409,0.685219,-0.314347,0.997580,-0.006881,0.273407,0.902040,0.564408,0.866652,-0.312380,0.809894,-0.002521,0.718167,2.990211,0.446202,0.799896,-0.343211,0.849897,-0.023375,1.044765,2.452681,0.519439,0.927994,-0.375618,0.368600,-0.707976,1.560894,5.275998,0.490327,0.876663,-0.426939,0.611769,0.013475,1.596966,4.090468,0.511663,0.947333,-0.412638,0.311888,-0.900443,1.899603,5.542640,0.499499,0.904509,-0.466398,0.502953,0.035057,1.863803,4.316099,0.503721,0.925781,-0.407980,0.301758,-1.021462,1.866750,5.546485,0.514260,0.884111,-0.458907,0.460187,0.033090,1.683739,4.228701,0.504041,0.917544,-0.376715,0.257795,-0.935029,1.704224,5.326543,0.512506,0.874084,-0.427066,0.354291,0.014389,1.535751,4.089383
2,0.066667,852,480,30.000000,0.528661,0.647012,-0.475510,0.999133,0.053020,-0.000481,-0.217499,0.539162,0.621821,-0.466106,0.998130,0.004676,-0.013273,-0.255538,0.545822,0.621913,-0.466119,0.998726,0.004985,-0.021935,-0.255495,0.550181,0.621086,-0.466132,0.997856,0.009543,-0.036083,-0.255817,0.520792,0.618314,-0.465435,0.998091,0.005409,0.000032,-0.260657,0.515698,0.617124,-0.465471,0.998637,0.000156,0.006770,-0.260753,0.510570,0.616299,-0.465489,0.997196,-0.001679,0.028684,-0.260575,0.537653,0.673855,-0.444250,0.995125,0.048348,-0.000156,-0.201914,0.517019,0.668018,-0.442772,0.995669,0.062776,0.011328,-0.204876,0.575099,0.722371,-0.311630,0.997349,0.058313,-0.028017,-0.011814,0.474400,0.696513,-0.323145,0.996865,-0.000275,0.338835,-0.263922,0.562054,0.879366,-0.322732,0.815045,-0.070610,0.381412,-0.310572,0.446897,0.829226,-0.353616,0.861249,0.020855,0.879877,-0.312139,0.505973,0.912936,-0.389726,0.369889,-0.403989,-0.451730,-0.423240,0.500895,0.899302,-0.414812,0.642109,0.317065,0.679173,0.363803,0.495605,0.924175,-0.424056,0.303281,-0.481740,-0.694735,-0.342550,0.514448,0.923843,-0.452901,0.527438,0.448489,0.580021,0.404888,0.490327,0.902383,-0.414236,0.294573,-0.401824,-0.701943,-0.187702,0.527272,0.902243,-0.441787,0.488911,0.390365,0.543966,0.513614,0.491308,0.897065,-0.388574,0.255793,-0.381996,-0.614355,-0.355764,0.523084,0.892545,-0.413181,0.386984,0.317318,0.553823,0.416550
3,0.100000,852,480,30.000000,0.529215,0.647157,-0.478247,0.999004,0.016610,0.004349,-0.082118,0.539157,0.621844,-0.469557,0.997949,-0.000145,0.000687,-0.103529,0.545841,0.621790,-0.469569,0.998548,0.000581,-0.003682,-0.103478,0.550331,0.620662,-0.469582,0.997711,0.004511,-0.012701,-0.103507,0.520985,0.618701,-0.469195,0.997948,0.005808,0.011609,-0.112796,0.515822,0.617901,-0.469253,0.998486,0.003714,0.023296,-0.113470,0.510629,0.617574,-0.469279,0.997119,0.001776,0.038247,-0.113695,0.538599,0.673850,-0.447219,0.995152,0.028374,-0.000145,-0.089099,0.518465,0.668820,-0.445817,0.995613,0.043359,0.024043,-0.091368,0.577071,0.722116,-0.317315,0.997365,0.059184,-0.007678,-0.170551,0.474445,0.697112,-0.325745,0.996396,0.001346,0.017969,-0.078018,0.555901,0.885852,-0.340185,0.826888,-0.184588,0.194598,-0.523568,0.445871,0.834623,-0.374815,0.869798,-0.030781,0.161925,-0.635972,0.493231,0.921048,-0.413037,0.409926,-0.382246,0.243357,-0.699337,0.495073,0.875118,-0.470279,0.670891,-0.174658,-0.725536,-1.664007,0.481743,0.932933,-0.448185,0.333197,-0.415870,0.262760,-0.723865,0.511775,0.894144,-0.509422,0.558265,-0.080182,-0.890958,-1.695622,0.475395,0.909792,-0.438603,0.324622,-0.447952,0.222275,-0.730999,0.518424,0.876436,-0.497636,0.521973,-0.265439,-0.774230,-1.675492,0.476630,0.903147,-0.411645,0.287637,-0.440353,0.182438,-0.692155,0.515294,0.868138,-0.468943,0.421856,-0.233681,-0.732204,-1.672855
4,0.133333,852,480,30.000000,0.529206,0.645517,-0.447501,0.998898,-0.000290,-0.049204,0.922375,0.539135,0.620863,-0.435672,0.997892,-0.000653,-0.029427,1.016543,0.545839,0.620510,-0.435695,0.998474,-0.000086,-0.038382,1.016200,0.550453,0.619184,-0.435694,0.997685,0.003655,-0.044362,1.016641,0.521077,0.618463,-0.438920,0.997875,0.002730,-0.007140,0.908251,0.515842,0.617798,-0.439031,0.998384,0.000624,-0.003081,0.906651,0.510630,0.617561,-0.439082,0.997103,0.000039,-0.000397,0.905904,0.538546,0.673437,-0.413163,0.995004,-0.001570,-0.012392,1.021693,0.518130,0.668719,-0.416912,0.995138,-0.010048,-0.003011,0.867152,0.576586,0.720318,-0.274285,0.997302,-0.014555,-0.053921,1.290906,0.474011,0.695914,-0.301574,0.996022,-0.013019,-0.035959,0.725147,0.556548,0.875933,-0.293433,0.821048,0.019401,-0.297575,1.402550,0.447552,0.825810,-0.373474,0.871783,0.050451,-0.264380,0.040223,0.501047,0.913701,-0.379404,0.424276,0.234464,-0.220390,1.008990,0.495142,0.773620,-0.492540,0.689070,0.002067,-3.044924,-0.667839,0.484945,0.925065,-0.409057,0.343708,0.096051,-0.236063,1.173839,0.514324,0.773917,-0.533389,0.575843,0.076447,-3.606802,-0.719009,0.481745,0.905451,-0.405173,0.335860,0.190493,-0.130223,1.002899,0.518567,0.746345,-0.516508,0.538390,0.004297,-3.902709,-0.566161,0.487755,0.897973,-0.380630,0.302181,0.333759,-0.155214,0.930469,0.516416,0.752289,-0.490322,0.439079,0.033646,-3.475462,-0.641373
5,0.166667,852,480,30.000000,0.529191,0.645549,-0.458841,0.998689,-0.000443,0.000962,-0.340206,0.539122,0.620834,-0.451623,0.997762,-0.000413,-0.000876,-0.478514,0.545793,0.620403,-0.451623,0.998324,-0.001380,-0.003215,-0.477843,0.550433,0.618954,-0.451623,0.997624,-0.000622,-0.006884,-0.477867,0.521114,0.618589,-0.450673,0.997698,0.001110,0.003775,-0.352592,0.515895,0.618158,-0.450691,0.998129,0.001570,0.010784,-0.349790,0.510661,0.618079,-0.450677,0.996943,0.000941,0.015532,-0.347831,0.538628,0.673335,-0.429649,0.994780,0.002437,-0.003052,-0.494568,0.518066,0.668712,-0.428943,0.994321,-0.001912,-0.000229,-0.360915,0.576502,0.720294,-0.298104,0.997141,-0.002523,-0.000730,-0.714571,0.467737,0.694307,-0.308737,0.994318,-0.188217,-0.048208,-0.214898,0.553597,0.885084,-0.320819,0.829513,-0.088533,0.274510,-0.821570,0.447716,0.827078,-0.386536,0.870669,0.004917,0.038018,-0.391865,0.500551,0.927646,-0.385926,0.456734,-0.014868,0.418330,-0.195663,0.494887,0.756397,-0.537391,0.703211,-0.007675,-0.516697,-1.345511,0.491395,0.942742,-0.414363,0.367213,0.193516,0.530319,-0.159173,0.512518,0.758854,-0.577243,0.585110,-0.054182,-0.451890,-1.315606,0.484612,0.922974,-0.408579,0.359661,0.085998,0.525695,-0.102170,0.511297,0.711680,-0.557387,0.546999,-0.218119,-1.039969,-1.226351,0.485516,0.912699,-0.385226,0.326659,-0.067179,0.441783,-0.137872,0.515104,0.736921,-0.534557,0.445876,-0.039346,-0.461034,-1.327052
6,0.200000,852,480,30.000000,0.529057,0.645214,-0.492741,0.998396,-0.004009,-0.010048,-1.016994,0.538176,0.620687,-0.482751,0.997347,-0.028356,-0.004422,-0.933833,0.544810,0.620255,-0.482771,0.997912,-0.029465,-0.004449,-0.934414,0.549667,0.618835,-0.482747,0.997281,-0.022976,-0.003567,-0.933702,0.520634,0.618571,-0.482882,0.997367,-0.014393,-0.000538,-0.966269,0.515518,0.618152,-0.483005,0.997761,-0.011287,-0.000184,-0.969407,0.510346,0.618066,-0.483096,0.996711,-0.009447,-0.000390,-0.972590,0.538500,0.672510,-0.458357,0.994344,-0.003836,-0.024742,-0.861253,0.517916,0.668322,-0.458203,0.994000,-0.004499,-0.011705,-0.877815,0.576845,0.717235,-0.322174,0.997073,0.010300,-0.091751,-0.722086,0.465936,0.694508,-0.322706,0.994113,-0.054040,0.006046,-0.419078,0.552113,0.886029,-0.337252,0.836993,-0.044503,0.028374,-0.493007,0.445338,0.832523,-0.376980,0.877224,-0.071339,0.163368,0.286703,0.490736,0.941939,-0.405821,0.479837,-0.294465,0.428810,-0.596861,0.494750,0.845383,-0.468990,0.721021,-0.004110,2.669581,2.052010,0.479884,0.958944,-0.441536,0.379598,-0.345345,0.486073,-0.815181,0.510687,0.855100,-0.508302,0.597988,-0.054926,2.887353,2.068207,0.471721,0.937398,-0.435268,0.372634,-0.386729,0.432698,-0.800685,0.515934,0.823515,-0.497207,0.562330,0.139123,3.355048,1.805408,0.472813,0.928074,-0.405589,0.342994,-0.381092,0.461263,-0.610891,0.515948,0.822520,-0.467965,0.463734,0.025308,2.567949,1.997768
7,0.233333,852,480,30.000000,0.528253,0.645179,-0.507532,0.998423,-0.024120,-0.001037,-0.443729,0.537146,0.620719,-0.497367,0.997374,-0.030913,0.000962,-0.438503,0.543747,0.620332,-0.497368,0.997898,-0.031902,0.002301,-0.437929,0.548614,0.619005,-0.497348,0.997301,-0.031593,0.005082,-0.438029,0.519677,0.618612,-0.497600,0.997442,-0.028718,0.001236,-0.441544,0.514761,0.618215,-0.497736,0.997809,-0.022733,0.001901,-0.441947,0.509719,0.618106,-0.497823,0.996863,-0.018827,0.001214,-0.441808,0.537967,0.672203,-0.471487,0.994555,-0.015981,-0.009214,-0.393891,0.517577,0.668166,-0.471488,0.994322,-0.010173,-0.004663,-0.398536,0.576924,0.715075,-0.332452,0.997132,0.002348,-0.064816,-0.308359,0.464920,0.693968,-0.336727,0.994477,-0.030486,-0.016222,-0.420610,0.553730,0.886183,-0.344183,0.843688,0.048494,0.004606,-0.207934,0.441550,0.828740,-0.381523,0.885570,-0.113657,-0.113490,-0.136312,0.491059,0.937733,-0.416188,0.501688,0.009700,-0.126180,-0.311012,0.499175,0.858994,-0.465109,0.740616,0.132754,0.408345,0.116423,0.478955,0.952853,-0.453011,0.392053,-0.027865,-0.182739,-0.344260,0.515633,0.873215,-0.506255,0.615068,0.148380,0.543476,0.061412,0.471098,0.930436,-0.445588,0.385738,-0.018678,-0.208844,-0.309583,0.527260,0.844426,-0.492560,0.581474,0.339772,0.627345,0.139387,0.472615,0.922168,-0.415430,0.358787,-0.005915,-0.177199,-0.295255,0.523783,0.839497,-0.462672,0.486117,0.235060,0.509318,0.158805
8,0.266667,852,480,30.000000,0.527501,0.645364,-0.508745,0.998400,-0.022550,0.005538,-0.036383,0.536487,0.620731,-0.498962,0.997300,-0.019773,0.000363,-0.047829,0.543054,0.620374,-0.498964,0.997805,-0.020787,0.001268,-0.047874,0.547785,0.619124,-0.498931,0.997206,-0.024871,0.003589,-0.047493,0.518452,0.618625,-0.498961,0.997420,-0.036728,0.000393,-0.040839,0.513591,0.618246,-0.499092,0.997787,-0.035078,0.000926,-0.040660,0.508603,0.618116,-0.499175,0.996919,-0.033463,0.000288,-0.040540,0.537232,0.672166,-0.472897,0.994562,-0.022057,-0.001110,-0.042299,0.517035,0.668307,-0.472511,0.994452,-0.016247,0.004233,-0.030680,0.576984,0.712907,-0.335341,0.997156,0.001822,-0.065026,-0.086652,0.464940,0.693469,-0.338652,0.994775,0.000603,-0.014943,-0.057758,0.553800,0.887661,-0.347056,0.850338,0.002094,0.044351,-0.086179,0.441998,0.834677,-0.377759,0.893486,0.013457,0.178097,0.112929,0.492612,0.937986,-0.418371,0.522626,0.046601,0.007578,-0.065475,0.504478,0.874262,-0.454437,0.759346,0.159087,0.458016,0.320161,0.480311,0.951834,-0.455311,0.404494,0.040699,-0.030561,-0.069005,0.521228,0.890536,-0.495651,0.632925,0.167874,0.519603,0.318138,0.472860,0.929161,-0.446565,0.398978,0.052870,-0.038250,-0.029323,0.534272,0.862123,-0.482098,0.601566,0.210355,0.530908,0.313855,0.474154,0.921420,-0.417111,0.374880,0.046153,-0.022425,-0.050406,0.530125,0.856126,-0.452017,0.509921,0.190260,0.498859,0.319628
9,0.300000,852,480,30.000000,0.527490,0.646068,-0.517407,0.998237,-0.000331,0.021113,-0.259874,0.536417,0.620850,-0.508378,0.997082,-0.002092,0.003580,-0.282485,0.542852,0.620388,-0.508389,0.997619,-0.006047,0.000413,-0.282754,0.547472,0.619218,-0.508417,0.997051,-0.009384,0.002806,-0.284599,0.518062,0.618661,-0.509743,0.997189,-0.011694,0.001080,-0.323448,0.513180,0.618295,-0.509886,0.997531,-0.012349,0.001468,-0.323835,0.508280,0.618167,-0.509950,0.996706,-0.009702,0.001540,-0.323265,0.536982,0.672042,-0.479496,0.994202,-0.007499,-0.003734,-0.197980,0.517014,0.668322,-0.481011,0.993828,-0.000631,0.000436,-0.255010,0.577191,0.712074,-0.345858,0.997179,0.006192,-0.025014,-0.315520,0.464405,0.693112,-0.339165,0.994485,-0.016053,-0.010718,-0.015398,0.554577,0.887809,-0.367656,0.857135,0.023323,0.004418,-0.618000,0.441994,0.831630,-0.415842,0.896494,-0.000136,-0.091404,-1.142485,0.498218,0.944735,-0.420422,0.546850,0.168173,0.202462,-0.061543,0.502077,0.780710,-0.539245,0.772875,-0.072028,-2.806535,-2.544221,0.488422,0.961084,-0.464435,0.424304,0.243307,0.277478,-0.273723,0.520362,0.791572,-0.579357,0.645455,-0.025982,-2.968905,-2.511180,0.480627,0.939049,-0.457338,0.418480,0.232990,0.296631,-0.323199,0.523534,0.728662,-0.557663,0.613360,-0.322119,-4.003819,-2.266944,0.480973,0.929225,-0.424552,0.392676,0.204577,0.234144,-0.223236,0.526723,0.765733,-0.534425,0.519403,-0.102065,-2.711771,-2.472219
