frame,time_sec,video_width,video_height,fps,l0_x,l0_y,l0_z,l0_v,l0_vx,l0_vy,l0_vz,l1_x,l1_y,l1_z,l1_v,l1_vx,l1_vy,l1_vz,l2_x,l2_y,l2_z,l2_v,l2_vx,l2_vy,l2_vz,l3_x,l3_y,l3_z,l3_v,l3_vx,l3_vy,l3_vz,l4_x,l4_y,l4_z,l4_v,l4_vx,l4_vy,l4_vz,l5_x,l5_y,l5_z,l5_v,l5_vx,l5_vy,l5_vz,l6_x,l6_y,l6_z,l6_v,l6_vx,l6_vy,l6_vz,l9_x,l9_y,l9_z,l9_v,l9_vx,l9_vy,l9_vz,l10_x,l10_y,l10_z,l10_v,l10_vx,l10_vy,l10_vz,l11_x,l11_y,l11_z,l11_v,l11_vx,l11_vy,l11_vz,l12_x,l12_y,l12_z,l12_v,l12_vx,l12_vy,l12_vz,l13_x,l13_y,l13_z,l13_v,l13_vx,l13_vy,l13_vz,l14_x,l14_y,l14_z,l14_v,l14_vx,l14_vy,l14_vz,l15_x,l15_y,l15_z,l15_v,l15_vx,l15_vy,l15_vz,l16_x,l16_y,l16_z,l16_v,l16_vx,l16_vy,l16_vz,l17_x,l17_y,l17_z,l17_v,l17_vx,l17_vy,l17_vz,l18_x,l18_y,l18_z,l18_v,l18_vx,l18_vy,l18_vz,l19_x,l19_y,l19_z,l19_v,l19_vx,l19_vy,l19_vz,l20_x,l20_y,l20_z,l20_v,l20_vx,l20_vy,l20_vz,l21_x,l21_y,l21_z,l21_v,l21_vx,l21_vy,l21_vz,l22_x,l22_y,l22_z,l22_v,l22_vx,l22_vy,l22_vz
0,0.000000,852,480,30.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000,,,,,0.000000,0.000000,0.000000
1,0.033333,852,480,30.000000,0.566787,0.542396,0.119407,0.984952,,,,0.573661,0.535605,0.097253,0.991408,,,,0.572964,0.534576,0.097238,0.990468,,,,0.572241,0.533525,0.097243,0.991426,,,,0.576158,0.541660,0.107408,0.992779,,,,0.577128,0.544571,0.107409,0.991634,,,,0.578148,0.547630,0.107300,0.991482,,,,0.558984,0.550625,0.100358,0.987849,,,,0.561429,0.555720,0.113654,0.989162,,,,0.526252,0.539477,-0.033111,0.999519,,,,0.564224,0.661257,0.096972,0.999564,,,,0.474763,0.516096,-0.037278,0.385840,,,,0.524940,0.668972,0.057046,0.079023,,,,0.456763,0.557518,0.033299,0.187746,,,,0.476185,0.638804,-0.013740,0.071329,,,,0.448300,0.562858,0.029085,0.175349,,,,0.462307,0.633063,-0.014897,0.080415,,,,0.440439,0.569471,0.030084,0.176891,,,,0.458416,0.630489,-0.023940,0.075972,,,,0.442721,0.571547,0.035574,0.186840,,,,0.462731,0.632153,-0.018335,0.079229,,,
2,0.066667,852,480,30.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.100000,852,480,30.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.133333,852,480,30.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.166667,852,480,30.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.200000,852,480,30.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.233333,852,480,30.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.266667,852,480,30.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.300000,852,480,30.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.333333,852,480,30.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.366667,852,480,30.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.400000,852,480,30.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.433333,852,480,30.000000,0.524474,0.420742,-0.351695,0.986366,,,,0.519050,0.418238,-0.365205,0.992242,,,,0.518984,0.414648,-0.365205,0.991394,,,,0.518866,0.411046,-0.365256,0.992253,,,,0.519809,0.430003,-0.365173,0.993462,,,,0.520343,0.433957,-0.365244,0.992423,,,,0.520904,0.437930,-0.365250,0.992289,,,,0.527288,0.412217,-0.328515,0.988989,,,,0.528769,0.426142,-0.329522,0.990170,,,,0.527121,0.367039,-0.211969,0.999529,,,,0.534663,0.465524,-0.227878,0.999537,,,,0.529544,0.328654,-0.130315,0.401494,,,,0.544631,0.459090,-0.156714,0.139000,,,,0.563587,0.371761,-0.127342,0.245498,,,,0.587087,0.467606,-0.161302,0.145128,,,,0.575261,0.370125,-0.141376,0.235892,,,,0.599476,0.477611,-0.173876,0.152900,,,,0.577185,0.387739,-0.161004,0.239160,,,,0.601387,0.462618,-0.184849,0.148707,,,,0.573368,0.390503,-0.134499,0.240550,,,,0.596703,0.455495,-0.164067,0.144772,,,
14,0.466667,852,480,30.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.500000,852,480,30.000000,0.581779,0.437353,-0.023895,0.985760,,,,0.584936,0.435345,-0.041376,0.991820,,,,0.584764,0.429712,-0.041417,0.991340,,,,0.584557,0.424140,-0.041408,0.992193,,,,0.585236,0.446534,-0.051578,0.992848,,,,0.585569,0.448770,-0.051602,0.991998,,,,0.585866,0.451036,-0.051673,0.991784,,,,0.577401,0.414940,-0.032174,0.988480,,,,0.578908,0.428254,-0.046248,0.989724,,,,0.556682,0.326141,-0.079732,0.999267,,,,0.558883,0.412587,-0.107292,0.999432,,,,0.523619,0.280964,-0.033316,0.399833,,,,0.544146,0.436578,-0.091726,0.160174,,,,0.563449,0.313622,-0.027290,0.254317,,,,0.574965,0.396119,-0.064441,0.180550,,,,0.564514,0.319416,-0.032410,0.244825,,,,0.580441,0.389595,-0.064805,0.190229,,,,0.570456,0.333707,-0.035540,0.248069,,,,0.584469,0.373912,-0.070285,0.187186,,,,0.567167,0.335207,-0.027744,0.247375,,,,0.581867,0.372280,-0.064475,0.180178,,,
16,0.533333,852,480,30.000000,0.580335,0.438332,-0.242977,0.987164,-0.043348,0.029345,-6.572485,0.582596,0.441652,-0.259286,0.992624,-0.070202,0.189209,-6.537280,0.583064,0.439137,-0.259236,0.992193,-0.050987,0.282764,-6.534563,0.583439,0.436796,-0.259198,0.992961,-0.033529,0.379680,-6.533686,0.580722,0.447048,-0.267117,0.993552,-0.135425,0.015433,-6.466160,0.580247,0.448762,-0.267230,0.992786,-0.159661,-0.000248,-6.468839,0.579748,0.450331,-0.267303,0.992594,-0.183545,-0.021151,-6.468906,0.577322,0.418425,-0.235344,0.989619,-0.002380,0.104553,-6.095109,0.577721,0.427579,-0.246391,0.990739,-0.035614,-0.020258,-6.004279,0.569904,0.330752,-0.207105,0.999300,0.396668,0.138351,-3.821199,0.552405,0.385948,-0.233757,0.999461,-0.194346,-0.799179,-3.793958,0.533149,0.282193,-0.124395,0.408849,0.285906,0.036866,-2.732393,0.514166,0.367509,-0.205611,0.219194,-0.899407,-2.072073,-3.416530,0.576134,0.315148,-0.080752,0.290859,0.380555,0.045785,-1.603857,0.563358,0.395069,-0.187092,0.237763,-0.348220,-0.031516,-3.679540,0.589765,0.319577,-0.087322,0.277629,0.757517,0.004828,-1.647367,0.570824,0.401674,-0.190536,0.238374,-0.288518,0.362373,-3.771909,0.593744,0.336711,-0.091636,0.281639,0.698630,0.090134,-1.682887,0.580829,0.391579,-0.194285,0.236808,-0.109198,0.530005,-3.720006,0.588702,0.336467,-0.080816,0.277852,0.646030,0.037794,-1.592162,0.579128,0.382913,-0.185861,0.228624,-0.082167,0.318991,-3.641589
17,0.566667,852,480,30.000000,0.591450,0.421552,-0.142754,0.988288,0.333459,-0.503386,3.006694,0.585544,0.423186,-0.157695,0.993271,0.088431,-0.553992,3.047706,0.585792,0.416165,-0.157699,0.992914,0.081829,-0.689166,3.046103,0.585997,0.409056,-0.157684,0.993577,0.076718,-0.832216,3.045416,0.585913,0.440127,-0.166257,0.994117,0.155756,-0.207623,3.025797,0.586327,0.440593,-0.166334,0.993455,0.182399,-0.245086,3.026886,0.586946,0.440498,-0.166428,0.993259,0.215937,-0.295005,3.026249,0.590258,0.393068,-0.141272,0.990560,0.388089,-0.760738,2.822158,0.589369,0.402392,-0.153551,0.991556,0.349460,-0.755590,2.785195,0.581769,0.272290,-0.145809,0.999296,0.355958,-1.753861,1.838881,0.564441,0.388445,-0.172261,0.999436,0.361095,0.074929,1.844880,0.545732,0.221536,-0.082329,0.437744,0.377487,-1.819728,1.261978,0.539636,0.387168,-0.163835,0.285072,0.764095,0.589774,1.253259,0.575215,0.276446,-0.061409,0.323026,-0.027561,-1.161041,0.580296,0.592595,0.403788,-0.129265,0.300125,0.877115,0.261570,1.734822,0.585554,0.283686,-0.066621,0.306862,-0.126312,-1.076709,0.621036,0.600579,0.407788,-0.137886,0.296232,0.892641,0.183409,1.579480,0.588582,0.308320,-0.073671,0.313040,-0.154858,-0.851742,0.538973,0.600098,0.394019,-0.140756,0.295999,0.578064,0.073201,1.605851,0.585332,0.306821,-0.062581,0.307118,-0.101078,-0.889375,0.547052,0.598478,0.389878,-0.129351,0.285382,0.580494,0.208964,1.695310
18,0.600000,852,480,30.000000,0.578573,0.424135,-0.197564,0.989356,-0.386295,0.077484,-1.644304,0.582235,0.431508,-0.205097,0.993878,-0.099260,0.249655,-1.422058,0.582383,0.437651,-0.205050,0.993539,-0.102276,0.644588,-1.420535,0.584445,0.438015,-0.205063,0.994145,-0.046563,0.868785,-1.421378,0.582188,0.432873,-0.216911,0.994670,-0.111750,-0.217617,-1.519616,0.582849,0.429259,-0.217025,0.994071,-0.104333,-0.339997,-1.520728,0.583605,0.425418,-0.217137,0.993901,-0.100216,-0.452389,-1.521274,0.579579,0.404468,-0.180841,0.991431,-0.320383,0.342013,-1.187063,0.579482,0.405785,-0.197233,0.992349,-0.296613,0.101766,-1.310455,0.594582,0.366729,-0.129517,0.999235,0.384378,2.833157,0.488759,0.565759,0.319362,-0.180737,0.999475,0.039543,-2.072493,-0.254257,0.558795,0.349969,-0.094926,0.401131,0.391912,3.852986,-0.377908,0.521336,0.302957,-0.164213,0.315906,-0.548996,-2.526341,-0.011317,0.581843,0.338562,-0.112591,0.308705,0.198852,1.863481,-1.535443,0.546534,0.342611,-0.146064,0.314076,-1.381837,-1.835314,-0.503992,0.592141,0.340411,-0.114347,0.300138,0.197593,1.701739,-1.431791,0.547747,0.350883,-0.146057,0.305174,-1.584941,-1.707153,-0.245126,0.591881,0.338612,-0.112736,0.307019,0.098988,0.908769,-1.171967,0.556837,0.348254,-0.147474,0.307693,-1.297821,-1.372947,-0.201530,0.590149,0.337316,-0.111501,0.302032,0.144496,0.914870,-1.467597,0.559015,0.344479,-0.144078,0.301192,-1.183906,-1.361985,-0.441825
