frame,time_sec,video_width,video_height,fps,l0_x,l0_y,l0_z,l0_v,l0_vx,l0_vy,l0_vz,l1_x,l1_y,l1_z,l1_v,l1_vx,l1_vy,l1_vz,l2_x,l2_y,l2_z,l2_v,l2_vx,l2_vy,l2_vz,l3_x,l3_y,l3_z,l3_v,l3_vx,l3_vy,l3_vz,l4_x,l4_y,l4_z,l4_v,l4_vx,l4_vy,l4_vz,l5_x,l5_y,l5_z,l5_v,l5_vx,l5_vy,l5_vz,l6_x,l6_y,l6_z,l6_v,l6_vx,l6_vy,l6_vz,l9_x,l9_y,l9_z,l9_v,l9_vx,l9_vy,l9_vz,l10_x,l10_y,l10_z,l10_v,l10_vx,l10_vy,l10_vz,l11_x,l11_y,l11_z,l11_v,l11_vx,l11_vy,l11_vz,l12_x,l12_y,l12_z,l12_v,l12_vx,l12_vy,l12_vz,l13_x,l13_y,l13_z,l13_v,l13_vx,l13_vy,l13_vz,l14_x,l14_y,l14_z,l14_v,l14_vx,l14_vy,l14_vz,l15_x,l15_y,l15_z,l15_v,l15_vx,l15_vy,l15_vz,l16_x,l16_y,l16_z,l16_v,l16_vx,l16_vy,l16_vz,l17_x,l17_y,l17_z,l17_v,l17_vx,l17_vy,l17_vz,l18_x,l18_y,l18_z,l18_v,l18_vx,l18_vy,l18_vz,l19_x,l19_y,l19_z,l19_v,l19_vx,l19_vy,l19_vz,l20_x,l20_y,l20_z,l20_v,l20_vx,l20_vy,l20_vz,l21_x,l21_y,l21_z,l21_v,l21_vx,l21_vy,l21_vz,l22_x,l22_y,l22_z,l22_v,l22_vx,l22_vy,l22_vz
0,0.000000,1280,720,30.000000,0.302398,0.388604,-0.203922,0.998453,0.000000,0.000000,0.000000,0.295407,0.362176,-0.195147,0.998900,0.000000,0.000000,0.000000,0.295542,0.359703,-0.195297,0.998789,0.000000,0.000000,0.000000,0.295277,0.356944,-0.195467,0.999078,0.000000,0.000000,0.000000,0.289910,0.367807,-0.237443,0.998132,0.000000,0.000000,0.000000,0.285994,0.370017,-0.237391,0.996795,0.000000,0.000000,0.000000,0.281550,0.372639,-0.237396,0.996949,0.000000,0.000000,0.000000,0.303818,0.411861,-0.167906,0.999559,0.000000,0.000000,0.000000,0.295329,0.417274,-0.221953,0.999146,0.000000,0.000000,0.000000,0.271754,0.480626,0.011766,0.999646,0.000000,0.000000,0.000000,0.227535,0.518321,-0.336944,0.998992,0.000000,0.000000,0.000000,,,,0.193945,0.000000,0.000000,0.000000,0.337834,0.660582,-0.317975,0.917055,0.000000,0.000000,0.000000,,,,0.272407,0.000000,0.000000,0.000000,0.385825,0.526070,-0.180663,0.917727,0.000000,0.000000,0.000000,,,,0.307375,0.000000,0.000000,0.000000,0.398615,0.487549,-0.196864,0.896017,0.000000,0.000000,0.000000,,,,0.312767,0.000000,0.000000,0.000000,0.388375,0.466830,-0.198962,0.890344,0.000000,0.000000,0.000000,,,,0.306717,0.000000,0.000000,0.000000,0.382811,0.479843,-0.176541,0.846672,0.000000,0.000000,0.000000
1,0.033333,1280,720,30.000000,0.302395,0.393089,-0.172184,0.998590,-0.000101,0.134562,0.952130,0.295513,0.368232,-0.158200,0.998990,0.003186,0.181667,1.108436,0.295588,0.365648,-0.158329,0.998895,0.001377,0.178357,1.109019,0.295305,0.362810,-0.158437,0.999153,0.000848,0.175999,1.110898,0.290394,0.374011,-0.201470,0.998290,0.014525,0.186118,1.079190,0.286406,0.376214,-0.201481,0.997078,0.012340,0.185927,1.077291,0.281742,0.378662,-0.201522,0.997201,0.005760,0.180670,1.076227,0.303329,0.415084,-0.134014,0.999591,-0.014655,0.096683,1.016767,0.295356,0.421266,-0.189588,0.999214,0.000803,0.119787,0.970951,0.275697,0.478544,0.056513,0.999676,0.118282,-0.062469,1.342390,0.228024,0.512709,-0.300851,0.999083,0.014693,-0.168350,1.082790,,,,0.197679,,,,0.335194,0.661086,-0.275855,0.918055,-0.079198,0.015129,1.263615,,,,0.289165,,,,0.384210,0.523867,-0.106214,0.917191,-0.048436,-0.066106,2.233459,,,,0.320217,,,,0.397745,0.486850,-0.111251,0.893271,-0.026084,-0.020953,2.568401,,,,0.325491,,,,0.387700,0.466488,-0.108592,0.887097,-0.020269,-0.010262,2.711102,,,,0.314694,,,,0.380563,0.478525,-0.098463,0.843548,-0.067445,-0.039529,2.342340
2,0.066667,1280,720,30.000000,0.302403,0.395033,-0.174587,0.998704,0.000243,0.058326,-0.072064,0.295661,0.370820,-0.160758,0.999064,0.004430,0.077657,-0.076757,0.295678,0.368239,-0.160888,0.998983,0.002694,0.077736,-0.076754,0.295376,0.365418,-0.161013,0.999214,0.002114,0.078218,-0.077288,0.290792,0.376580,-0.204700,0.998420,0.011931,0.077060,-0.096904,0.286742,0.378755,-0.204701,0.997313,0.010103,0.076210,-0.096598,0.281911,0.381125,-0.204734,0.997408,0.005088,0.073897,-0.096363,0.303073,0.416746,-0.135994,0.999617,-0.007678,0.049859,-0.059400,0.295389,0.423075,-0.192421,0.999271,0.000989,0.054247,-0.084986,0.277176,0.478481,0.056456,0.999701,0.044365,-0.001889,-0.001706,0.228157,0.509406,-0.306260,0.999159,0.003971,-0.099115,-0.162279,,,,0.201166,,,,0.333748,0.661282,-0.283969,0.919412,-0.043373,0.005895,-0.243427,,,,0.302113,,,,0.383618,0.522712,-0.117903,0.917034,-0.017759,-0.034647,-0.350652,,,,0.330097,,,,0.397537,0.486338,-0.125012,0.891515,-0.006251,-0.015362,-0.412831,,,,0.335105,,,,0.387492,0.466209,-0.123123,0.885050,-0.006240,-0.008375,-0.435941,,,,0.320898,,,,0.379665,0.477706,-0.110672,0.841597,-0.026945,-0.024575,-0.366243
3,0.100000,1280,720,30.000000,0.302387,0.397223,-0.179951,0.998753,-0.000485,0.065699,-0.160936,0.295751,0.372551,-0.166813,0.999114,0.002694,0.051914,-0.181661,0.295778,0.369788,-0.166941,0.999038,0.003017,0.046456,-0.181596,0.295516,0.366750,-0.167084,0.999253,0.004206,0.039959,-0.182114,0.290804,0.378863,-0.210304,0.998507,0.000379,0.068505,-0.168126,0.286701,0.381251,-0.210310,0.997465,-0.001252,0.074901,-0.168263,0.281592,0.383723,-0.210331,0.997565,-0.009594,0.077959,-0.167905,0.302803,0.418459,-0.140744,0.999630,-0.008113,0.051397,-0.142499,0.295314,0.425338,-0.196551,0.999314,-0.002241,0.067895,-0.123909,0.278601,0.478498,0.055578,0.999701,0.042774,0.000525,-0.026323,0.228479,0.508288,-0.309848,0.999199,0.009659,-0.033517,-0.107660,,,,0.197752,,,,0.331990,0.661306,-0.291553,0.921672,-0.052743,0.000713,-0.227517,,,,0.302109,,,,0.382997,0.522164,-0.136496,0.915966,-0.018623,-0.016446,-0.557786,,,,0.329795,,,,0.397083,0.486212,-0.147321,0.889353,-0.013620,-0.003794,-0.669267,,,,0.334157,,,,0.387163,0.466106,-0.147036,0.882783,-0.009854,-0.003091,-0.717390,,,,0.319585,,,,0.378972,0.477263,-0.130525,0.840041,-0.020781,-0.013294,-0.595589
4,0.133333,1280,720,30.000000,0.302383,0.397183,-0.182573,0.998824,-0.000110,-0.001203,-0.078663,0.295797,0.372269,-0.169097,0.999169,0.001378,-0.008447,-0.068514,0.295824,0.369511,-0.169221,0.999098,0.001365,-0.008321,-0.068390,0.295579,0.366488,-0.169367,0.999296,0.001913,-0.007837,-0.068479,0.290822,0.378614,-0.212025,0.998601,0.000528,-0.007477,-0.051631,0.286684,0.381021,-0.212040,0.997625,-0.000502,-0.006899,-0.051907,0.281396,0.383587,-0.212066,0.997720,-0.005879,-0.004088,-0.052056,0.302719,0.418422,-0.142624,0.999649,-0.002501,-0.001129,-0.056413,0.295242,0.425421,-0.197807,0.999360,-0.002168,0.002491,-0.037673,0.280279,0.479294,0.054795,0.999712,0.050335,0.023867,-0.023501,0.227580,0.507303,-0.302031,0.999249,-0.026964,-0.029574,0.234537,,,,0.200112,,,,0.328078,0.661332,-0.285719,0.920706,-0.117360,0.000781,0.175010,,,,0.310802,,,,0.382081,0.522632,-0.136317,0.911525,-0.027499,0.014058,0.005367,,,,0.335895,,,,0.396877,0.486403,-0.145454,0.882881,-0.006186,0.005727,0.056000,,,,0.339873,,,,0.387053,0.466189,-0.144693,0.875898,-0.003306,0.002476,0.070290,,,,0.324022,,,,0.378477,0.477283,-0.130011,0.832509,-0.014865,0.000603,0.015398
5,0.166667,1280,720,30.000000,0.302583,0.397897,-0.177476,0.998895,0.006004,0.021420,0.152918,0.296309,0.373609,-0.163209,0.999223,0.015387,0.040199,0.176653,0.296301,0.370968,-0.163332,0.999157,0.014315,0.043721,0.176658,0.296051,0.368052,-0.163479,0.999341,0.014133,0.046915,0.176640,0.291513,0.379483,-0.206317,0.998693,0.020734,0.026077,0.171254,0.287309,0.381698,-0.206338,0.997778,0.018741,0.020295,0.171042,0.281828,0.384083,-0.206366,0.997870,0.012960,0.014880,0.171005,0.302720,0.418792,-0.137721,0.999669,0.000026,0.011102,0.147083,0.295298,0.425735,-0.193340,0.999404,0.001692,0.009416,0.134002,0.281353,0.480114,0.053023,0.999721,0.032220,0.024594,-0.053147,0.226324,0.507598,-0.296918,0.999289,-0.037672,0.008873,0.153368,,,,0.203911,,,,0.326642,0.661443,-0.284025,0.920100,-0.043076,0.003322,0.050836,,,,0.322842,,,,0.381766,0.523425,-0.140996,0.908554,-0.009445,0.023780,-0.140396,,,,0.345322,,,,0.396724,0.486716,-0.150993,0.878588,-0.004570,0.009395,-0.166164,,,,0.349260,,,,0.387029,0.466274,-0.149791,0.871346,-0.000728,0.002561,-0.152948,,,,0.331930,,,,0.378351,0.477354,-0.134775,0.827178,-0.003789,0.002144,-0.142901
6,0.200000,1280,720,30.000000,0.303878,0.398019,-0.179940,0.998989,0.038838,0.003642,-0.073925,0.297602,0.373920,-0.165367,0.999271,0.038776,0.009324,-0.064739,0.297580,0.371251,-0.165498,0.999223,0.038365,0.008495,-0.064979,0.297327,0.368290,-0.165686,0.999380,0.038295,0.007125,-0.066233,0.292667,0.379763,-0.209160,0.998781,0.034608,0.008371,-0.085291,0.288382,0.381909,-0.209184,0.997951,0.032208,0.006340,-0.085369,0.282672,0.384234,-0.209200,0.997998,0.025342,0.004511,-0.085018,0.303892,0.418701,-0.140666,0.999686,0.035168,-0.002720,-0.088327,0.296381,0.425677,-0.195993,0.999443,0.032494,-0.001744,-0.079574,0.284845,0.477944,0.062174,0.999743,0.104756,-0.065102,0.274510,0.226819,0.506889,-0.295150,0.999351,0.014854,-0.021268,0.053046,,,,0.202631,,,,0.325255,0.661156,-0.280759,0.922006,-0.041618,-0.008608,0.097960,,,,0.321767,,,,0.381646,0.524463,-0.125892,0.905837,-0.003600,0.031144,0.453141,,,,0.345444,,,,0.396443,0.487588,-0.134462,0.872998,-0.008460,0.026169,0.495927,,,,0.349367,,,,0.386896,0.467022,-0.130804,0.865205,-0.003984,0.022447,0.569613,,,,0.330994,,,,0.378343,0.477777,-0.118291,0.821507,-0.000231,0.012676,0.494506
7,0.233333,1280,720,30.000000,0.305858,0.397756,-0.202066,0.999081,0.059405,-0.007892,-0.663785,0.299247,0.373703,-0.187180,0.999330,0.049361,-0.006507,-0.654390,0.299214,0.371108,-0.187311,0.999291,0.049016,-0.004303,-0.654387,0.298948,0.368226,-0.187414,0.999429,0.048622,-0.001909,-0.651839,0.294260,0.379522,-0.227071,0.998886,0.047795,-0.007221,-0.537320,0.290116,0.381673,-0.227139,0.998135,0.051999,-0.007082,-0.538646,0.284547,0.384013,-0.227196,0.998165,0.056240,-0.006631,-0.539866,0.306313,0.417104,-0.159859,0.999708,0.072608,-0.047917,-0.575811,0.298493,0.425269,-0.210917,0.999489,0.063363,-0.012217,-0.447729,0.287950,0.470768,0.047804,0.999765,0.093154,-0.215274,-0.431104,0.233003,0.505626,-0.297390,0.999410,0.185499,-0.037916,-0.067190,,,,0.203261,,,,0.325683,0.661029,-0.274401,0.923930,0.012829,-0.003825,0.190766,,,,0.324969,,,,0.381669,0.524770,-0.119048,0.904546,0.000676,0.009204,0.205305,,,,0.348849,,,,0.396433,0.488548,-0.126567,0.869788,-0.000292,0.028798,0.236848,,,,0.352871,,,,0.387047,0.467528,-0.122957,0.861714,0.004536,0.015182,0.235410,,,,0.332796,,,,0.378643,0.478130,-0.111342,0.818057,0.008991,0.010594,0.208466
8,0.266667,1280,720,30.000000,0.307513,0.397441,-0.226968,0.999138,0.049661,-0.009435,-0.747059,0.300563,0.373507,-0.214357,0.999355,0.039474,-0.005893,-0.815310,0.300574,0.370624,-0.214507,0.999324,0.040819,-0.014496,-0.815890,0.300347,0.367347,-0.214613,0.999447,0.041986,-0.026364,-0.815965,0.295345,0.379375,-0.251074,0.998947,0.032541,-0.004401,-0.720110,0.290961,0.381519,-0.251115,0.998248,0.025359,-0.004613,-0.719291,0.285105,0.383868,-0.251186,0.998267,0.016751,-0.004348,-0.719725,0.308297,0.415391,-0.187372,0.999713,0.059521,-0.051379,-0.825388,0.300214,0.424780,-0.234287,0.999505,0.051610,-0.014670,-0.701110,0.290849,0.465742,0.001699,0.999777,0.086954,-0.150782,-1.383146,0.233963,0.504411,-0.301761,0.999452,0.028811,-0.036448,-0.131128,,,,0.195963,,,,0.325739,0.661070,-0.291930,0.924055,0.001692,0.001252,-0.525869,,,,0.313797,,,,0.381243,0.524474,-0.170332,0.901888,-0.012778,-0.008883,-1.538512,,,,0.340305,,,,0.395401,0.488558,-0.185147,0.866673,-0.030967,0.000289,-1.757409,,,,0.344290,,,,0.386004,0.467552,-0.178921,0.858119,-0.031300,0.000708,-1.678906,,,,0.324758,,,,0.377998,0.478046,-0.163508,0.812520,-0.019326,-0.002526,-1.564973
9,0.300000,1280,720,30.000000,0.310380,0.396608,-0.306110,0.999217,0.085992,-0.024979,-2.374255,0.303612,0.371924,-0.290229,0.999411,0.091453,-0.047472,-2.276171,0.303919,0.368499,-0.290349,0.999384,0.100337,-0.063753,-2.275247,0.303988,0.364658,-0.290441,0.999493,0.109216,-0.080684,-2.274834,0.297497,0.378881,-0.322991,0.999040,0.064579,-0.014816,-2.157499,0.292674,0.381243,-0.323018,0.998407,0.051381,-0.008293,-2.157084,0.286293,0.383799,-0.323083,0.998419,0.035639,-0.002064,-2.156883,0.311894,0.413404,-0.257948,0.999735,0.107915,-0.059608,-2.117280,0.302689,0.424351,-0.299308,0.999545,0.074274,-0.012885,-1.950613,0.301146,0.458728,-0.033258,0.999797,0.308906,-0.210412,-1.048701,0.235464,0.502299,-0.317926,0.999502,0.045034,-0.063363,-0.484964,,,,0.197025,,,,0.325854,0.661314,-0.307559,0.925635,0.003453,0.007313,-0.468872,,,,0.317334,,,,0.380196,0.523946,-0.181021,0.900213,-0.031395,-0.015843,-0.320683,,,,0.345265,,,,0.393601,0.488385,-0.191124,0.863148,-0.053978,-0.005189,-0.179311,,,,0.348696,,,,0.384088,0.467100,-0.189549,0.854063,-0.057485,-0.013568,-0.318845,,,,0.328630,,,,0.376324,0.476379,-0.175290,0.808457,-0.050232,-0.050009,-0.353445
