frame,time_sec,video_width,video_height,fps,l0_x,l0_y,l0_z,l0_v,l0_vx,l0_vy,l0_vz,l1_x,l1_y,l1_z,l1_v,l1_vx,l1_vy,l1_vz,l2_x,l2_y,l2_z,l2_v,l2_vx,l2_vy,l2_vz,l3_x,l3_y,l3_z,l3_v,l3_vx,l3_vy,l3_vz,l4_x,l4_y,l4_z,l4_v,l4_vx,l4_vy,l4_vz,l5_x,l5_y,l5_z,l5_v,l5_vx,l5_vy,l5_vz,l6_x,l6_y,l6_z,l6_v,l6_vx,l6_vy,l6_vz,l9_x,l9_y,l9_z,l9_v,l9_vx,l9_vy,l9_vz,l10_x,l10_y,l10_z,l10_v,l10_vx,l10_vy,l10_vz,l11_x,l11_y,l11_z,l11_v,l11_vx,l11_vy,l11_vz,l12_x,l12_y,l12_z,l12_v,l12_vx,l12_vy,l12_vz,l13_x,l13_y,l13_z,l13_v,l13_vx,l13_vy,l13_vz,l14_x,l14_y,l14_z,l14_v,l14_vx,l14_vy,l14_vz,l15_x,l15_y,l15_z,l15_v,l15_vx,l15_vy,l15_vz,l16_x,l16_y,l16_z,l16_v,l16_vx,l16_vy,l16_vz,l17_x,l17_y,l17_z,l17_v,l17_vx,l17_vy,l17_vz,l18_x,l18_y,l18_z,l18_v,l18_vx,l18_vy,l18_vz,l19_x,l19_y,l19_z,l19_v,l19_vx,l19_vy,l19_vz,l20_x,l20_y,l20_z,l20_v,l20_vx,l20_vy,l20_vz,l21_x,l21_y,l21_z,l21_v,l21_vx,l21_vy,l21_vz,l22_x,l22_y,l22_z,l22_v,l22_vx,l22_vy,l22_vz
0,0.000000,852,480,30.000000,0.452944,0.375890,-0.513867,0.989241,0.000000,0.000000,0.000000,0.469927,0.341731,-0.520056,0.973873,0.000000,0.000000,0.000000,0.478165,0.344871,-0.519947,0.975450,0.000000,0.000000,0.000000,0.487850,0.348634,-0.519975,0.966285,0.000000,0.000000,0.000000,0.457544,0.334372,-0.494375,0.982193,0.000000,0.000000,0.000000,0.455784,0.332521,-0.494415,0.985130,0.000000,0.000000,0.000000,0.454318,0.330827,-0.494700,0.984512,0.000000,0.000000,0.000000,0.467941,0.421031,-0.478563,0.985997,0.000000,0.000000,0.000000,0.452316,0.411206,-0.444077,0.991124,0.000000,0.000000,0.000000,0.577478,0.542119,-0.360143,0.992677,0.000000,0.000000,0.000000,0.412375,0.550927,-0.171922,0.999856,0.000000,0.000000,0.000000,0.582112,0.788290,-0.317913,0.844852,0.000000,0.000000,0.000000,0.341108,0.810469,-0.123776,0.982542,0.000000,0.000000,0.000000,0.607596,0.884301,-0.416517,0.549506,0.000000,0.000000,0.000000,0.244892,0.866859,-0.330667,0.979877,0.000000,0.000000,0.000000,0.621986,0.912860,-0.447229,0.368546,0.000000,0.000000,0.000000,0.196118,0.893088,-0.363149,0.949925,0.000000,0.000000,0.000000,0.622007,0.909479,-0.471560,0.381713,0.000000,0.000000,0.000000,0.195622,0.875120,-0.416785,0.957713,0.000000,0.000000,0.000000,0.613211,0.884969,-0.429798,0.491535,0.000000,0.000000,0.000000,0.214614,0.865393,-0.360399,0.967085,0.000000,0.000000,0.000000
1,0.033333,852,480,30.000000,0.453781,0.374819,-0.455609,0.989804,0.025112,-0.032122,1.747760,0.471171,0.340310,-0.461693,0.975458,0.037327,-0.042627,1.750889,0.479099,0.343050,-0.461469,0.977145,0.028026,-0.054634,1.754332,0.488383,0.346220,-0.461411,0.968431,0.016007,-0.072415,1.756931,0.459721,0.334031,-0.435672,0.983165,0.065323,-0.010216,1.761113,0.458385,0.332394,-0.435574,0.986055,0.078025,-0.003807,1.765229,0.457095,0.330812,-0.435833,0.985401,0.083300,-0.000457,1.766035,0.468450,0.417054,-0.430759,0.986751,0.015276,-0.119313,1.434124,0.453733,0.410643,-0.395341,0.991616,0.042514,-0.016885,1.462082,0.579327,0.542400,-0.298214,0.993218,0.055450,0.008440,1.857875,0.412545,0.552745,-0.175050,0.999865,0.005082,0.054554,-0.093841,0.584710,0.793589,-0.187079,0.847398,0.077961,0.158964,3.925032,0.339348,0.815663,-0.129051,0.983219,-0.052814,0.155843,-0.158258,0.618232,0.920376,-0.195796,0.544799,0.319083,1.082257,6.621633,0.245166,0.866451,-0.298841,0.979624,0.008208,-0.012218,0.954791,0.632479,0.953645,-0.197259,0.365642,0.314775,1.223552,7.499109,0.196522,0.890866,-0.324419,0.949122,0.012122,-0.066673,1.161884,0.632644,0.952121,-0.234637,0.382023,0.319102,1.279271,7.107701,0.196224,0.874695,-0.376424,0.957272,0.018056,-0.012755,1.210829,0.623848,0.927674,-0.211888,0.490927,0.319127,1.281129,6.537290,0.215343,0.865155,-0.327406,0.966631,0.021870,-0.007169,0.989802
2,0.066667,852,480,30.000000,0.454492,0.374734,-0.473758,0.990406,0.021344,-0.002564,-0.544469,0.472171,0.339979,-0.479872,0.976988,0.029998,-0.009943,-0.545349,0.479866,0.342583,-0.479689,0.978749,0.023012,-0.013988,-0.546599,0.488719,0.345553,-0.479663,0.970421,0.010077,-0.020026,-0.547559,0.461019,0.333989,-0.453862,0.984167,0.038939,-0.001263,-0.545717,0.459708,0.332383,-0.453814,0.986990,0.039690,-0.000342,-0.547198,0.458451,0.330812,-0.454085,0.986317,0.040686,-0.000015,-0.547573,0.468765,0.416250,-0.444360,0.987488,0.009453,-0.024126,-0.408052,0.454251,0.410632,-0.409367,0.992136,0.015554,-0.000331,-0.420754,0.580357,0.543241,-0.311581,0.993585,0.030895,0.025232,-0.401010,0.413009,0.553617,-0.190222,0.999873,0.013936,0.026173,-0.455142,0.585634,0.798857,-0.220949,0.843284,0.027713,0.158025,-1.016099,0.339069,0.818437,-0.155273,0.983427,-0.008371,0.083204,-0.786672,0.622693,0.934346,-0.264673,0.523380,0.133815,0.419104,-2.066314,0.246940,0.865436,-0.332947,0.978893,0.053240,-0.030465,-1.023176,0.652103,0.961420,-0.274919,0.349509,0.588727,0.233227,-2.329801,0.198385,0.888296,-0.360455,0.947331,0.055891,-0.077085,-1.081068,0.636298,0.967725,-0.309998,0.367783,0.109618,0.468126,-2.260840,0.198993,0.872029,-0.408209,0.956004,0.083063,-0.079964,-0.953545,0.627727,0.940678,-0.280780,0.473868,0.116367,0.390124,-2.066762,0.218996,0.862309,-0.360060,0.965421,0.109598,-0.085369,-0.979631
3,0.100000,852,480,30.000000,0.455001,0.375027,-0.453126,0.990975,0.015254,0.008790,0.618939,0.472927,0.340043,-0.460156,0.978580,0.022683,0.001916,0.591466,0.480552,0.342612,-0.459944,0.980281,0.020556,0.000867,0.592356,0.489074,0.345568,-0.459892,0.972486,0.010659,0.000460,0.593126,0.461550,0.334106,-0.433953,0.985213,0.015937,0.003491,0.597281,0.460103,0.332484,-0.433852,0.987882,0.011856,0.003051,0.598859,0.458752,0.330896,-0.434129,0.987244,0.009044,0.002545,0.598682,0.469031,0.416303,-0.425752,0.988277,0.007991,0.001586,0.558253,0.454339,0.411000,-0.390533,0.992681,0.002625,0.011040,0.565003,0.580975,0.543975,-0.297607,0.993875,0.018550,0.022010,0.419214,0.413358,0.555260,-0.176337,0.999879,0.010454,0.049283,0.416548,0.585400,0.800302,-0.236119,0.836912,-0.007018,0.043368,-0.455094,0.339079,0.819914,-0.119997,0.982922,0.000303,0.044303,1.058279,0.621346,0.929150,-0.305809,0.504826,-0.040394,-0.155892,-1.234089,0.250169,0.861471,-0.278116,0.976636,0.096866,-0.118951,1.644913,0.646771,0.934610,-0.322014,0.336499,-0.159972,-0.804287,-1.412868,0.206426,0.881725,-0.301684,0.943236,0.241206,-0.197151,1.763131,0.631081,0.936210,-0.350243,0.355488,-0.156502,-0.945443,-1.207352,0.203685,0.865020,-0.351168,0.952507,0.140770,-0.210278,1.711212,0.622755,0.906866,-0.319851,0.458172,-0.149174,-1.014345,-1.172139,0.223785,0.855833,-0.305110,0.962550,0.143650,-0.194290,1.648496
4,0.133333,852,480,30.000000,0.455570,0.375805,-0.458419,0.991596,0.017082,0.023346,-0.158792,0.473534,0.340307,-0.463536,0.980140,0.018205,0.007916,-0.101397,0.481070,0.342779,-0.463314,0.981766,0.015538,0.004999,-0.101112,0.489348,0.345640,-0.463248,0.974479,0.008217,0.002148,-0.100692,0.462029,0.334461,-0.438747,0.986276,0.014361,0.010671,-0.143819,0.460490,0.332811,-0.438629,0.988780,0.011612,0.009799,-0.143299,0.459071,0.331198,-0.438902,0.988164,0.009564,0.009058,-0.143192,0.469377,0.416335,-0.428319,0.989097,0.010364,0.000966,-0.076998,0.454528,0.411722,-0.395004,0.993223,0.005668,0.021672,-0.134122,0.581341,0.544228,-0.291298,0.994252,0.010972,0.007592,0.189275,0.413487,0.556302,-0.174918,0.999887,0.003870,0.031262,0.042559,0.585354,0.800301,-0.215301,0.836373,-0.001384,-0.000046,0.624524,0.339305,0.820729,-0.121577,0.982831,0.006780,0.024462,-0.047405,0.620176,0.923237,-0.280707,0.493156,-0.035099,-0.177374,0.753070,0.257564,0.854698,-0.282362,0.975893,0.221846,-0.203192,-0.127373,0.644534,0.939896,-0.293517,0.327800,-0.067104,0.158578,0.854918,0.213298,0.873311,-0.302382,0.942148,0.206171,-0.252398,-0.020947,0.630733,0.927190,-0.324187,0.348023,-0.010464,-0.270626,0.781675,0.212286,0.855944,-0.360205,0.951599,0.258031,-0.272282,-0.271092,0.622488,0.907627,-0.295404,0.448736,-0.008020,0.022831,0.733427,0.228214,0.848712,-0.306440,0.961721,0.132891,-0.213606,-0.039893
5,0.166667,852,480,30.000000,0.455665,0.375690,-0.425516,0.992066,0.002831,-0.003438,0.987090,0.473544,0.340102,-0.429468,0.981426,0.000304,-0.006136,1.022037,0.481061,0.342522,-0.429264,0.982981,-0.000252,-0.007707,1.021506,0.489319,0.345299,-0.429178,0.976117,-0.000889,-0.010234,1.022115,0.462097,0.334355,-0.403704,0.987125,0.002050,-0.003189,1.051296,0.460566,0.332726,-0.403595,0.989497,0.002273,-0.002549,1.051004,0.459156,0.331132,-0.403879,0.988913,0.002535,-0.001994,1.050686,0.469380,0.415625,-0.395757,0.989740,0.000085,-0.021289,0.976856,0.454601,0.411580,-0.361324,0.993647,0.002203,-0.004276,1.010388,0.581511,0.544220,-0.263661,0.994526,0.005123,-0.000245,0.829089,0.413527,0.557043,-0.134880,0.999893,0.001203,0.022228,1.201139,0.585335,0.800128,-0.209704,0.832405,-0.000561,-0.005191,0.167913,0.340256,0.820765,-0.097454,0.981895,0.028551,0.001076,0.723693,0.617831,0.902724,-0.295643,0.475472,-0.070363,-0.615390,-0.448082,0.268238,0.849975,-0.294684,0.974089,0.320220,-0.141672,-0.369666,0.642243,0.907569,-0.312717,0.314616,-0.068727,-0.969824,-0.575997,0.229986,0.865630,-0.319104,0.939234,0.500654,-0.230445,-0.501662,0.626017,0.894364,-0.340561,0.334973,-0.141469,-0.984773,-0.491201,0.223535,0.848249,-0.374349,0.949117,0.337456,-0.230858,-0.424318,0.621224,0.892765,-0.309550,0.432743,-0.037919,-0.445862,-0.424387,0.241437,0.841107,-0.321178,0.959652,0.396677,-0.228147,-0.442140
6,0.200000,852,480,30.000000,0.455806,0.375461,-0.409393,0.992460,0.004250,-0.006882,0.483686,0.473591,0.339824,-0.412878,0.982557,0.001420,-0.008356,0.497696,0.481072,0.342230,-0.412682,0.984040,0.000311,-0.008769,0.497468,0.489315,0.344970,-0.412591,0.977569,-0.000101,-0.009854,0.497607,0.462191,0.334119,-0.387428,0.987866,0.002814,-0.007084,0.488283,0.460654,0.332504,-0.387332,0.990113,0.002633,-0.006665,0.487886,0.459241,0.330918,-0.387621,0.989572,0.002547,-0.006427,0.487734,0.469404,0.415032,-0.379883,0.990283,0.000726,-0.017801,0.476198,0.454696,0.411392,-0.345861,0.994016,0.002857,-0.005638,0.463889,0.581586,0.544107,-0.253710,0.994755,0.002246,-0.003380,0.298544,0.413550,0.557595,-0.118337,0.999898,0.000686,0.016567,0.496282,0.584838,0.799951,-0.219855,0.829093,-0.014910,-0.005311,-0.304513,0.340789,0.820897,-0.076581,0.981018,0.015982,0.003964,0.626204,0.615836,0.893276,-0.310245,0.462198,-0.059835,-0.283442,-0.438054,0.270816,0.848178,-0.280665,0.972498,0.077327,-0.053930,0.420575,0.639079,0.887668,-0.332285,0.304563,-0.094936,-0.597013,-0.587047,0.229446,0.863688,-0.309837,0.936694,-0.016213,-0.058254,0.278012,0.623846,0.886274,-0.352077,0.324765,-0.065131,-0.242688,-0.345480,0.226044,0.845629,-0.360294,0.946889,0.075281,-0.078585,0.421638,0.616933,0.867955,-0.321961,0.420166,-0.128708,-0.744311,-0.372338,0.244258,0.838468,-0.308113,0.957849,0.084639,-0.079177,0.391935
7,0.233333,852,480,30.000000,0.456467,0.374565,-0.481827,0.992734,0.019830,-0.026866,-2.172993,0.474040,0.338820,-0.484933,0.983331,0.013448,-0.030118,-2.161641,0.481512,0.341247,-0.484694,0.984736,0.013204,-0.029491,-2.160382,0.489694,0.343970,-0.484615,0.978504,0.011363,-0.030009,-2.160712,0.462546,0.333220,-0.463303,0.988431,0.010639,-0.026974,-2.276254,0.460984,0.331676,-0.463204,0.990595,0.009905,-0.024847,-2.276141,0.459534,0.330169,-0.463499,0.990090,0.008808,-0.022466,-2.276316,0.470281,0.413958,-0.447333,0.990697,0.026304,-0.032224,-2.023498,0.455461,0.410664,-0.418530,0.994328,0.022941,-0.021825,-2.180049,0.581696,0.543544,-0.283461,0.994770,0.003303,-0.016889,-0.892543,0.413530,0.559042,-0.190785,0.999900,-0.000590,0.043400,-2.173427,0.587089,0.800394,-0.227194,0.825197,0.067522,0.013291,-0.220180,0.342474,0.820981,-0.180271,0.980695,0.050534,0.002505,-3.110719,0.616833,0.901640,-0.299067,0.449956,0.029899,0.250921,0.335336,0.270198,0.847114,-0.413263,0.972443,-0.018518,-0.031906,-3.977955,0.638307,0.922968,-0.313105,0.295688,-0.023140,1.059004,0.575416,0.226563,0.860793,-0.447111,0.937092,-0.086476,-0.086841,-4.118206,0.626702,0.893077,-0.339021,0.316265,0.085691,0.204100,0.391674,0.225114,0.841762,-0.494538,0.947200,-0.027883,-0.116013,-4.027324,0.622143,0.893228,-0.311949,0.410602,0.156303,0.758207,0.300353,0.244097,0.834643,-0.440416,0.957992,-0.004833,-0.114757,-3.969065
8,0.266667,852,480,30.000000,0.457130,0.374081,-0.472107,0.993268,0.019894,-0.014527,0.291589,0.475185,0.337837,-0.469940,0.984617,0.034363,-0.029473,0.449784,0.482916,0.340290,-0.469710,0.985917,0.042136,-0.028704,0.449542,0.491095,0.343061,-0.469594,0.980126,0.042034,-0.027274,0.450621,0.462763,0.332102,-0.451483,0.989324,0.006522,-0.033534,0.354581,0.461024,0.330416,-0.451364,0.991329,0.001206,-0.037795,0.355182,0.459514,0.328743,-0.451642,0.990855,-0.000600,-0.042781,0.355706,0.471084,0.413533,-0.432977,0.991401,0.024105,-0.012738,0.430691,0.455518,0.409913,-0.408856,0.994788,0.001706,-0.022526,0.290220,0.581723,0.542898,-0.272905,0.995026,0.000796,-0.019396,0.316697,0.413317,0.559259,-0.173658,0.999905,-0.006393,0.006498,0.513801,0.586996,0.800565,-0.230463,0.826092,-0.002798,0.005144,-0.098078,0.346969,0.820942,-0.158547,0.980118,0.134863,-0.001168,0.651744,0.614942,0.893220,-0.367346,0.448001,-0.056731,-0.252596,-2.048388,0.278938,0.842435,-0.402903,0.972595,0.262188,-0.140365,0.310821,0.630213,0.920687,-0.392116,0.295808,-0.242820,-0.068450,-2.370334,0.238522,0.854413,-0.439838,0.938286,0.358744,-0.191417,0.218182,0.626104,0.889077,-0.418132,0.317104,-0.017955,-0.120000,-2.373329,0.237152,0.835324,-0.486445,0.948082,0.361136,-0.193132,0.242787,0.621061,0.888686,-0.381469,0.410661,-0.032469,-0.136265,-2.085595,0.254446,0.828633,-0.429692,0.958588,0.310464,-0.180298,0.321721
9,0.300000,852,480,30.000000,0.457170,0.373683,-0.420040,0.993788,0.001176,-0.011948,1.561998,0.475260,0.337381,-0.415886,0.985886,0.002237,-0.013699,1.621630,0.483102,0.339805,-0.415696,0.987060,0.005565,-0.014538,1.620401,0.491348,0.342558,-0.415591,0.981757,0.007569,-0.015086,1.620101,0.462714,0.331583,-0.396410,0.990204,-0.001462,-0.015563,1.652216,0.460853,0.329822,-0.396295,0.992032,-0.005137,-0.017801,1.652080,0.459165,0.328049,-0.396573,0.991611,-0.010479,-0.020801,1.652069,0.471193,0.413276,-0.379756,0.992094,0.003258,-0.007720,1.596624,0.455366,0.409341,-0.354286,0.995229,-0.004556,-0.017169,1.637081,0.581697,0.542193,-0.226034,0.995282,-0.000780,-0.021138,1.406115,0.412823,0.559083,-0.110528,0.999911,-0.014816,-0.005262,1.893920,0.586368,0.800539,-0.217949,0.827566,-0.018847,-0.000774,0.375436,0.351733,0.820400,-0.137294,0.979288,0.142913,-0.016265,0.637582,0.613181,0.887405,-0.381189,0.448629,-0.052831,-0.174469,-0.415281,0.294483,0.836754,-0.417794,0.973140,0.466353,-0.170435,-0.446725,0.632331,0.891524,-0.413433,0.298879,0.063534,-0.874870,-0.639519,0.260899,0.846898,-0.461969,0.940390,0.671320,-0.225449,-0.663925,0.623132,0.884089,-0.441542,0.320385,-0.089158,-0.149649,-0.702324,0.259046,0.825139,-0.505288,0.949647,0.656810,-0.305572,-0.565289,0.616386,0.868344,-0.396826,0.413660,-0.140262,-0.610279,-0.460696,0.272383,0.819591,-0.444020,0.959756,0.538096,-0.271261,-0.429857
